timestep,0,1,2,3,4,5,6,7,8,9
1739,44,123.2,392.23,428.29,168.1,652.82,439.96,761.8,191,568.52
1740,36,122.5,387.71,424.7,165.77,610.06,434.24,742.4,178,545.88
1741,34,121.4,387.14,417.07,164.78,595.49,387.24,740.9,191,258.37
1742,30,121,385.13,419.47,164.5,582.4,383.9,730.8,187,259.55
1743,30,120.6,395.63,418.22,165.44,588.57,389.31,760.9,169,278.07
1744,38,122.1,395.18,424.35,165.62,637.75,399.06,783.5,195,304.5
1745,44,124,396.91,425.9,166.58,701.68,469.75,809.9,216,795.16
1746,46,125,401.89,437.46,167.64,763.3,472.2,811,217,819.1
1747,47,127.9,396.69,438.01,166.64,776.34,478.09,820.4,239,841.99
1748,49,128.1,398.09,438.77,164.97,779.96,414.16,827.5,236,393.07
1749,49,129.1,385.23,432.05,163.31,811.11,419.14,816.3,232,399.5
1750,52,129.2,386.37,429.93,161.01,795.34,406.34,792.5,236,396.73
1751,49,128.8,383.14,431.46,160.67,756.94,404.89,770.5,196,397.89
1752,51,128.7,389.46,443.18,160.01,701.52,407.68,758.3,195,406.2
1753,48,129.1,388.49,445.5,159.71,697.29,415.67,761.1,186,408.15
1754,48,128.5,383.98,438.93,159.92,713.88,417.18,752.5,189,414.14
1755,49,129.7,382.08,434.95,159.73,734.87,405.77,757.7,191,424.14
1756,48,130,386.08,435.01,160.73,768.45,405.83,758.7,200,434.02
1757,51,130.5,394.13,450.96,166.31,892.36,411.77,765.1,218,438.7
1758,56,131.9,399.12,454.05,174.7,1005.98,444.92,779.8,267,595.77
1759,59,134.3,412.88,461.21,181.98,975.46,443.58,786.9,286,563.56
1760,55,134,421.39,462.75,184.52,830.35,429.79,787.5,233,511.96
1761,45,132.3,432.34,458,185.06,680.12,393.26,758,195,286.62
1762,44,128.2,429.68,447.98,184.14,645.81,424.65,726.9,187,518.08
1763,40,126,432.09,428.05,183.2,616.38,423.54,691.5,179,492.67
1764,41,123.4,434.62,411.79,183.02,593.21,427.18,683.7,165,492.68
1765,37,122.6,430.17,421.13,182.49,599.75,391.28,711.2,176,238.9
1766,39,122.3,427.4,421.33,182.56,626.62,390.99,744.4,165,263.13
1767,38,122.4,423.35,433.95,181.92,657.89,392.05,767.4,176,289.28
1768,45,122.5,426.78,422.97,177.76,698.31,388.35,787.2,181,318.08
1769,49,124.1,417.61,430.07,176.07,744.95,464.95,821,213,825.51
1770,52,124.4,409.55,428.26,175.8,810.12,462.87,869.7,226,863.19
1771,55,124.8,403.88,430.77,174.84,862.08,467.29,912.7,232,899.35
1772,55,125.2,407.17,435.75,173.24,885.35,403.54,950.6,261,454.86
1773,56,126.2,408.02,441.09,170.85,854.3,416.06,966.4,237,465.9
1774,56,126.4,405.64,440.66,168.16,793.64,418.35,921.6,228,474.36
1775,59,125.8,400.07,429.31,166.48,752.84,420.61,885.7,214,484.96
1776,60,124.6,393.07,418.56,163.1,741.42,418.88,863.5,204,496.19
1777,63,124.4,391.51,410.88,163.53,743.78,429.83,860.7,193,502.92
1778,62,125.4,393.1,417.14,164.8,723.16,433.16,850.8,196,497.91
1779,63,125.8,391.41,423.41,165.92,737.72,424.24,840.8,198,497.95
1780,64,125.5,397.41,429.81,166.87,785.51,427.74,865.3,213,499.04
1781,63,126.8,407.54,427.58,172.46,924.18,425.78,885.7,212,500.39
1782,64,127.8,420.78,434.45,180.56,1023.83,462.13,875.7,268,652.44
1783,68,130.1,427.27,442.18,189.84,986.33,445.62,852.5,302,604.23
1784,59,132.6,420.59,450.3,190.1,855.95,434.78,804,273,548.8
1785,50,131.8,433.4,445.72,190.61,703.64,398.32,778.7,200,320.54
1786,41,130,445.58,448.46,188.43,657.45,438.71,733,194,552.69
1787,43,128.7,457.41,442.45,187.29,639.51,435.33,718,182,530.38
1788,42,127.8,447.1,439.21,187.21,631.12,435.16,688.4,170,523.76
1789,36,127.5,437.93,424.84,186.84,628.34,393.82,687.2,176,257.88
1790,35,127.1,426.59,426.72,186.12,619.38,385.5,699.5,165,264.73
1791,37,127.4,418.89,431.44,183.66,647.24,384.07,745.4,182,276.57
1792,39,129.4,415.05,443.42,179.78,688.92,384.88,772.1,185,295.24
1793,43,131.1,414.98,460.56,177.69,757.19,462.8,785.1,195,792.9
1794,50,129.3,424.38,460.86,178.54,798.91,474.69,779.2,228,841.09
1795,51,128.9,417.39,459.11,180.13,810.39,485.93,788.5,235,876.43
1796,53,129,417.12,446.1,176.62,771.89,423.64,791.9,213,429.06
1797,53,128.4,406.16,453.5,173.52,789.09,419.43,801.7,213,425.5
1798,56,127.8,398.31,453.56,170.09,785.94,414,815.5,214,430.73
1799,56,127.3,390.5,440.38,166.32,791.28,409.01,821.4,218,445.45
1800,51,127.1,390.28,431.99,163.29,750.76,407.21,820.9,203,464.7
1801,53,126.7,399.86,425.54,161.22,733.3,404.03,808.8,198,472.41
1802,50,125.8,404.66,425.45,162.4,723.04,413.95,789.4,196,470.47
1803,52,125.7,404.53,430.02,163.13,722.84,415.06,764.7,199,471.59
1804,51,125.9,407.28,440.85,167.45,735.22,418.5,780.3,200,463.49
1805,52,126.3,414.59,447.36,173.92,768.23,414.56,823.2,207,468.53
1806,55,127.7,418.25,442.14,180.57,806.77,441.24,871,210,630.39
1807,54,129.7,426.5,441.67,183,827.47,446.87,877.5,227,606.52
1808,53,131.5,426.92,444.93,191.31,873.86,444.95,863,245,571.51
1809,46,131,426.93,444.81,189.95,841.17,422.84,859.1,253,378.03
1810,42,128.6,423.16,440.47,189.02,816.75,450.5,838,253,682.83
1811,37,128,421.76,438.47,189.48,709.42,444.47,836,210,692.97
1812,33,127.1,430.63,429.72,188.75,666.9,441.6,833.8,192,688.09
1813,36,125.6,431.48,428.31,186.72,612.77,404.35,855.6,175,380.51
1814,32,123.6,439.79,431.87,185.2,623.29,409.55,874.7,167,361.26
1815,32,124.1,439.23,436.92,185.66,620.47,412.43,885.3,175,359.21
1816,29,125.1,428.72,435.26,184.02,651.47,415.16,907.5,193,386.28
1817,37,125.3,417.17,441.69,181.03,690.97,488.98,935.1,207,907.14
1818,39,126.5,414.43,444.48,179.18,701.18,487.93,954.5,205,960.93
1819,40,126.7,419.27,452.53,178.34,720.06,493.69,948.4,224,994.9
1820,39,125.2,418.59,435.69,175.26,706.49,428.29,938.6,216,531.74
1821,42,123.7,410.03,435.5,171.62,735.74,432.88,918.9,236,527.23
1822,42,123,399.95,425,167.14,731.83,431.54,913.9,192,509.64
1823,43,123,393.88,424.3,167.28,719.78,422.57,900.5,195,506.21
1824,44,122.3,391.63,427.7,164.83,700.01,426.84,874.8,194,507.85
1825,45,120.8,389.92,436.15,162.77,679.43,428.11,863.8,190,532.82
1826,43,120.9,391.58,438.45,161.46,676.83,442.91,859.4,185,548.23
1827,46,120.7,394.03,430.86,161.65,672.34,433.89,869.3,189,559.79
1828,46,120.7,399.69,420.35,163.43,695.79,431.52,900.4,192,547.6
1829,48,122.3,412.3,422.38,168.52,712.66,421.69,895.7,194,536.68
1830,48,123.2,424.92,422.38,177.71,751.89,445.41,897.5,200,689.47
1831,48,125.4,436.4,422.92,185.12,776.12,442.3,851,204,642.23
1832,48,126.7,442.79,433.85,184.66,805.93,440.36,818.9,239,586.67
1833,43,125.3,440.26,431.43,188.68,826.6,416.09,820.7,220,379.84
1834,38,121.1,444.28,433.31,188.68,808.49,449.32,849.1,266,654.56
1835,33,120.1,441.37,416.72,186.78,732.89,443.42,886.9,239,665.49
1836,30,120.3,437.72,416.03,182.39,674.48,441.77,882.2,182,666.1
1837,25,119.5,439.21,404.19,182.82,620.71,402.44,886.1,164,398.44
1838,18,117.9,442.02,401.22,184.26,615.59,408.83,909.6,149,407.15
1839,23,117.2,445.02,392.35,186.71,621.24,408.1,948.8,153,425.2
1840,14,116.2,430.54,402.64,181.95,655.09,413.93,984.7,156,447.35
1841,18,116.6,428.83,405.23,180.68,720.33,464.95,1004.8,174,942.62
1842,25,117.7,429.32,408.76,180.8,765.08,470.27,1025.9,226,975.47
1843,32,119.3,431,399.03,179.43,758.76,479.85,1023.6,201,997.39
1844,33,120.2,419.28,399.43,177.19,721,427.88,1043.1,168,553.94
1845,33,120,410.11,404.08,173.91,637.64,430.43,1041.2,202,550.59
1846,34,120.7,398.21,417.37,171.65,623.03,430.06,1049.5,170,567.96
1847,32,120.6,391.12,421.85,171.2,583.02,434.08,1027,165,571.97
1848,30,121.5,385.43,423.07,168.51,574.02,435.66,1002,152,584.89
1849,28,121.6,393.7,421.92,168.06,562.19,438.32,968.2,149,587.08
1850,27,122.1,395.01,422.16,168.65,574.85,442.94,952.8,154,603.08
1851,23,122.5,393.2,435.69,166.84,573.7,444.71,973.5,159,617.83
1852,29,122.9,395.38,433.33,172.64,571.95,439.2,997.9,160,612.37
1853,30,123.5,408.56,438.57,175.8,685.36,440.39,979.5,176,603.49
1854,30,124.1,428.68,435.66,184.47,793.76,452.54,979.9,215,758.68
1855,42,124.6,433.95,434.68,187.86,815.64,452.96,978.9,260,741.58
1856,35,123,439.04,428.76,188.9,688.11,450.34,1003.4,206,702.34
1857,33,119.9,442.46,413.53,189.77,563.37,425.74,986.2,162,500.65
1858,21,118,452.3,415.62,190.53,516.8,455.33,960.8,156,766.12
1859,20,118.5,449.35,413.63,188.88,501.29,454.06,945.6,124,745.78
1860,22,118.5,442.79,414.6,186.93,504.82,456.49,946.8,125,740.4
1861,28,117.7,441.08,403.81,186.32,511.58,413.11,952.4,138,438.11
1862,26,117.1,437.32,409,185.87,525.8,405.24,969.5,145,444.29
1863,24,116.7,438.51,410.74,182.95,552.5,397.3,985,160,442.35
1864,23,116.5,434.64,408.36,179.01,593.82,405.07,1011,158,457.26
1865,24,116.3,437.19,405.72,176.1,651.52,475.85,1018.1,205,902.23
1866,34,117.5,423.07,401.26,175.23,708.54,488.14,1025.3,219,908.9
1867,36,120.5,411.79,418.46,173.18,725.35,491.19,1003.5,214,922.95
1868,36,123.2,400.3,421.96,170.94,742.55,431.72,978.3,209,499.11
1869,37,124.4,397.32,432.52,168.3,722.26,430.08,953.9,212,505.08
1870,35,124.2,396.04,427.2,164.42,706.45,421.58,951.9,196,500.44
1871,39,124.7,397.96,427.4,159.31,638.53,417.28,922.7,170,492.02
1872,39,125.8,400.47,432.54,158.94,596.01,416.34,882.2,167,485.23
1873,34,125.9,390.82,441.48,159.46,568.77,422.01,851.3,157,474.46
1874,31,125.5,377.67,447.06,157.82,582.65,422.29,834.4,156,464.75
1875,30,126.4,374.09,437.74,156.37,591.42,424.7,838.4,157,456.32
1876,32,126.8,374.12,434.49,157.06,617.79,422.1,827.2,162,454.99
1877,33,127.5,374.88,434.76,158.83,731.25,418.37,844.8,182,456.18
1878,33,129.1,375.62,443.06,159.96,806.44,447.02,837.1,216,620.66
1879,45,129.4,389.25,435.43,163.73,791.4,446.67,833.4,282,599
1880,40,126.7,401.4,420.93,164.48,652.61,435.78,825.2,214,568.49
1881,37,122,404.16,416.4,165.94,575.77,397.26,810.7,187,365.16
1882,36,118.8,398.17,413.53,167.07,545.2,430.05,780.5,168,604.12
1883,33,119.2,400.9,415.19,167.31,530.24,428.78,766.6,163,562.12
1884,28,118.8,394.06,406.64,167.69,513.32,419.14,737.8,146,524.24
1885,22,117.5,399.24,404.97,167.12,518.06,378.59,737.4,142,225.24
1886,21,116.9,398.32,401.58,166.34,529.64,375.2,698.5,162,221.69
1887,18,117.1,408.28,405.49,166.16,524.63,382.85,705.7,153,232.57
1888,26,117.5,407.78,408.02,165.89,575.1,388.77,722.2,168,244.96
1889,26,118.4,402.34,416.06,166.46,648.47,461.82,751.9,179,724.3
1890,34,120.5,395.22,419.7,165.49,730.41,457.76,756,201,739.57
1891,39,123.5,390.29,421.02,163.33,745.71,452.48,755.9,230,764.19
1892,30,124.7,387.9,428.19,162.81,763.6,387.37,758.6,235,306.42
1893,43,127.8,395.37,432.58,159.93,768.5,393.58,762.6,215,308.11
1894,42,130.6,387.2,441.82,158.56,760.33,395.08,750.4,206,302.22
1895,42,130.8,385.16,443.62,159.13,723.73,393.74,729.1,184,305.68
1896,42,129.3,378.54,443.69,157.64,677.94,394.78,701.4,177,305.56
1897,40,129.5,376.46,445.08,158.97,644.91,401.9,683.4,175,314.65
1898,39,130.9,376.03,449.38,159.23,634.67,404.79,689.9,172,323.14
1899,38,130.4,371.53,448.94,158.08,620.16,407.56,729.8,174,341.64
1900,35,131.3,381.86,454.32,159.4,666.95,405.11,746.7,179,345.96
1901,37,132.2,387.55,456.04,161.15,744.94,407.18,736.7,199,358.78
1902,43,132.8,389.25,470.77,161.32,851.44,427.17,714.6,227,528.5
1903,41,133.9,390.68,480.86,162.18,837.77,425.82,704.8,269,511.97
1904,37,134.6,389.52,470.27,162.9,751.12,426.25,724.3,226,486.83
1905,27,129.9,386.96,449.96,164.7,611.82,400.95,731.5,171,291.02
1906,28,125.8,385.57,434.47,166.44,542.93,439.29,729.8,139,554.99
1907,18,123.2,387.37,432.62,166.75,490.38,428.79,725,134,544.09
1908,15,121.9,400.36,426.33,166.94,449.54,427.77,709.6,120,540.27
1909,14,119.5,405.58,415,166.36,422.23,377.46,693.1,117,267.24
1910,14,117.2,406.85,417.31,166.87,408.83,384.84,674.3,109,277.77
1911,11,117.3,402.22,419.21,166.59,433.03,390.69,703.5,104,290.8
1912,9,117.7,398.82,422.49,166.23,469.6,398.86,748.4,110,304.1
1913,14,118.4,396.2,427.57,167.78,564.22,464.01,800.3,146,772.24
1914,14,120.6,410.27,444.31,167.48,639.09,466.06,820,187,794.81
1915,22,123.5,407.18,448.56,166.32,683.1,469.23,835.8,196,827.24
1916,27,124.6,404.79,448.46,164.82,679.56,409.71,833.4,214,389.98
1917,30,126.7,390.54,440.94,162.84,666.41,404.92,843.7,180,397.55
1918,24,129.6,383.08,446.53,160.51,629.88,411.08,838,167,399.15
1919,24,130.7,378.71,443.36,157.7,583.15,408.77,832.4,150,413.02
1920,23,130.7,368.86,440.24,157.45,548.83,401.41,810.3,146,421.18
1921,23,131.3,378.74,432.42,157.46,556.33,396.09,797,146,425.3
1922,24,130.1,378.1,436.53,157.21,550.82,397.31,781.6,150,426.14
1923,24,130.8,382.92,447.59,156.97,539.25,416.05,780.1,154,425.16
1924,25,131.8,379.81,451.64,158.53,558.5,417.87,787.4,162,414.64
1925,26,131.7,386.36,458.05,163.79,652.91,412.75,803.5,172,398.89
1926,32,132.2,400.74,454.29,172.02,764.84,429.69,805.4,205,562.36
1927,32,133.2,410.08,461.94,181.04,766.39,414.05,827.7,256,531.48
1928,31,133.7,418.75,448.1,183.33,666.96,416.26,825.3,168,494.95
1929,27,128,414.26,440.91,183.01,554.06,383.89,803.2,161,264.55
1930,26,123.8,415.52,432.72,172.04,502.83,425.85,754.5,139,488.73
1931,16,121,425.24,426.12,180.21,497.79,417.3,711.6,136,451.29
1932,14,117.7,426.73,418.91,180.27,459.01,411.31,658.1,112,427.75
1933,15,115.2,426.58,406.26,180.9,442.89,370.82,621.3,111,145.76
1934,14,113.9,419.43,393.45,180.63,407.34,369.24,603.1,106,144.55
1935,11,113.3,423.13,393.17,180.29,418.36,369.18,632.6,108,151.35
1936,10,113.3,422.23,387.71,175.84,457.08,373.51,659.6,111,175.15
1937,12,114.6,415.45,400.76,173.53,488.81,446.17,687.2,156,673.19
1938,12,115.7,409.43,399.85,172.84,537.53,449.48,690.3,195,705.07
1939,8,117.6,406.64,411.77,171.75,564.66,452.03,668.2,160,723.89
1940,16,120.2,403.67,409.86,169.98,598.4,378.97,654.1,175,261.28
1941,22,120.5,406.81,415.3,167.42,598.38,376.66,656.2,163,264.49
1942,19,121.9,398.77,423.69,164.37,548.31,373.05,666.4,154,281.22
1943,19,122.8,392.48,423.83,162.43,522.9,383.14,665.7,122,306
1944,18,123.6,389.39,426.24,161.67,490.56,390.09,660.7,127,321.96
1945,18,123.3,387.19,417.51,159.75,501.94,394.07,662.1,125,334.24
1946,18,125.4,386.38,429.71,158.5,496.9,392.3,654.1,130,339.42
1947,20,127,381.57,431.12,160.03,526.85,393.18,649.6,142,367.91
1948,23,127.3,394.78,438.17,164.42,564.72,402.92,652.7,152,391.19
1949,28,127,413.18,429.86,168.38,698.67,410.16,678.8,173,402.75
1950,33,127.3,429.73,441.73,183.01,748.95,442.72,688.6,226,554.68
1951,30,128.3,434.2,441.18,187.63,742.77,431.74,655.1,231,492.17
1952,24,127.1,432.52,441.57,188.67,589.26,415.14,602.6,179,415.31
1953,24,122.6,426.81,426.81,187.96,491.32,364.92,545.8,140,163.64
1954,17,119.6,425.34,414.56,187.83,432.56,390.25,517.9,110,383.63
1955,16,118.3,438.18,404.97,187.15,406.73,391.35,490.9,97,357.33
1956,14,116.8,444.47,398.26,187.79,403.34,396.8,462,96,348.18
1957,15,116,449.8,388.52,187.75,408.14,367.62,445.4,124,79.72
1958,14,113.9,439.46,381.11,187.09,421.89,356.08,429.3,119,80.51
1959,14,113.6,436.38,374.46,186.57,455.1,355.19,441,114,81.73
1960,14,113.4,423.98,378.28,181.68,516.23,346.74,473.4,126,93.57
1961,13,115.1,423.72,390.78,179.25,572.41,412.56,527.3,141,561.47
1962,17,115,416,400.76,177.09,627.51,415.48,581.3,159,601.12
1963,22,117.3,422.42,413.62,173.7,618.82,434.23,607.2,175,635.59
1964,20,119.6,408.26,424.38,171.88,615.83,380.39,609.5,164,221.56
1965,26,121.6,406.59,427.14,171.71,594.12,391.96,592.9,177,237.13
1966,28,121.7,401.34,426.84,169.14,588.54,386.78,583,158,256.7
1967,25,121.4,405.85,419.34,166.22,563.83,398.07,593.7,160,278.46
1968,23,121.5,403.19,421.91,165.39,537.64,399.14,620.2,155,305.94
1969,24,122.5,399.84,423.71,165.89,513.04,407.02,660.1,145,311.01
1970,23,122,400.02,429.26,165.64,529.9,399.55,665.2,149,301.18
1971,23,123,404.57,433.34,166.24,528.49,395.6,653.1,150,285.4
1972,24,124.1,410.89,436.09,169.15,539.79,389.19,623.3,150,277.81
1973,24,124.2,418.51,437.62,173.13,531.86,400.16,624.4,154,273.65
1974,26,122.2,424.86,435.19,182.2,571.8,429.98,631.5,163,455.43
1975,26,123.3,420.38,431.61,186.77,611.96,428.96,661.9,167,453.65
1976,29,125.4,418.15,421.74,184.88,629.05,426.34,671.1,195,451.61
1977,23,120.7,418.81,411.81,183.81,642.13,400.62,661.5,203,254.58
1978,25,116.8,427.39,402.45,182.9,638.7,432.41,616.2,207,491.01
1979,24,115.6,423.67,394.79,181.75,649.29,418.38,567.4,172,444.85
1980,21,114.6,419.95,386.54,182.04,593.74,402.98,548.3,163,402.07
1981,25,113.3,425.77,385.01,181.65,535.19,357.77,530.7,153,117.31
1982,12,112.1,421.07,385.77,182.21,477.84,358.19,541.4,137,123.17
1983,15,111.7,425.74,381.4,181.54,479.2,350.86,545.1,134,143.55
1984,14,111.2,418.84,376.15,178.12,518.82,360.25,574.6,144,170.77
1985,14,110.5,422.45,387.68,176.11,634.33,429.64,596.7,130,658.85
1986,23,111.4,423.57,399.94,176.04,672.43,444.53,607.8,146,681.91
1987,20,113.7,423.41,409.86,176.01,638.95,446.78,618.1,144,698.37
1988,22,115.5,432.99,399.6,174.25,537.66,381.16,614.9,132,252.36
1989,17,116.2,421.31,402.02,172.68,494.2,376.19,639.1,150,262.49
1990,16,117.1,413.33,401.77,170.34,488.24,373.09,621.7,147,267.32
1991,14,116.9,398.29,402.11,168.68,484.93,376.37,626.3,134,279.84
1992,15,116.9,400.31,400.06,166.62,469.83,384.76,605.5,123,293.76
1993,15,118,394.48,400.51,164.88,455.22,394.64,605,111,301.77
1994,14,119,396.19,400.54,163.7,452.87,393.91,589.2,120,309.48
1995,15,119.6,398.36,398.45,164.7,454.86,391.97,591.3,117,325.8
1996,14,119.1,409.55,399.79,166.53,474.6,390.11,630.5,119,346.49
1997,17,119,419.81,402.85,171.7,482.3,384.45,669.8,119,347.11
1998,15,119.9,424.53,411.54,179.33,493.97,414.37,687.3,132,503.79
1999,20,121.4,426.99,406.8,184.57,551.09,413.09,673.4,146,473.74
2000,25,120.4,424.94,409.63,181.54,606.97,420.89,642.1,161,445.18
2001,20,116.7,424.51,408.27,179.13,636.57,388.48,609.1,167,231.36
2002,14,113.8,419.33,413.65,178.88,607.63,415.88,561.8,158,466.83
2003,15,112.6,415.41,409.75,176.96,535.63,403.89,544.4,151,433.4
2004,13,112.3,410.73,401.81,175.88,511.4,398.97,532.7,101,414.25
2005,12,112,414.25,393.41,175.13,455.1,359.91,526.2,90,136.4
2006,13,110.9,418.76,387.2,174.96,440.14,357.84,512.3,102,133.29
2007,15,110.3,413.4,379.65,173.32,441.59,358.25,511.2,105,145.46
2008,13,110.3,417.61,381.31,171.22,524.84,368.76,546.7,148,176.6
2009,14,110.6,416.65,390.87,171.67,608.73,447.88,591.6,184,693.58
2010,13,111.5,423.51,395.33,171.74,667.06,458.64,621,174,726.18
2011,14,112.5,412.98,398.18,169.88,616.61,455.88,626.3,164,753.45
2012,14,113.5,405.07,389.4,168.46,566.01,395.29,632.1,155,290.2
2013,15,113.2,393.52,390.13,165.11,516.6,396.27,659.2,116,313.95
2014,29,113.6,387.71,391.4,162.46,498.75,404.32,679.9,122,331.98
2015,29,113.5,380.77,396.62,160.33,491.85,401.93,681.7,125,362.21
2016,27,113.7,387.5,398.53,160.57,469.32,393.31,675.1,119,374.66
2017,23,113.7,392.93,394.68,158.71,483.24,399.13,666.3,127,391.41
2018,23,113.9,393.13,394.8,157.39,479.68,401.35,660.3,135,393.46
2019,25,114.7,394.79,389.32,158.61,500.47,406.63,667.8,139,391.19
2020,28,114.6,396.34,388.8,160.79,599.86,407.49,666.3,157,373.06
2021,36,115.1,407.58,384.19,164.39,723.54,403.73,678.4,198,358.35
2022,38,116,416.1,395.49,171.91,741.28,429.2,645.9,236,517.02
2023,38,116.5,420.42,404.08,178.01,663.93,412.11,606.7,207,484.34
2024,37,116.6,419.57,411.01,178.45,547.57,403.69,561.6,189,442.54
2025,34,116.4,411.75,407.15,177.83,532.84,368.28,544.1,169,229.62
2026,32,117.3,407.72,403.27,170.53,513.73,405.76,530.6,159,466.67
2027,32,117,415.97,397.69,176.36,537.01,402.48,510.1,149,432.76
2028,23,116.2,404.83,405.47,175.56,515.44,404.13,478.3,146,390.37
2029,21,115.7,413.56,403.08,173.29,498.44,355.89,461.9,132,97.04
2030,17,115.2,405.67,405.35,172.41,473.02,352.98,467.5,130,91.04
2031,15,114.8,417.33,388.24,171.64,484.91,348.18,512.9,132,103.73
2032,18,114.8,411.42,383.42,169.77,538.21,361,564.9,150,126.84
2033,21,115.1,413.31,389.9,167,611.38,439.23,595.4,158,602.48
2034,27,116.2,405.79,400.48,166.32,670.38,441.67,600.4,198,637.88
2035,32,118.4,399.5,411.78,165.96,681.28,440.95,617.8,174,657.54
2036,37,120.5,387.68,411.77,162.35,660.37,378.02,634.7,196,228.51
2037,39,120.6,387.48,419.66,162.23,649.99,389.95,650.4,203,240.4
2038,35,121.4,384.33,411.8,160.64,624.31,391.49,657.9,160,252.15
2039,40,120.8,384.16,406.67,159.14,618.18,389.79,641.8,165,266.93
2040,37,120.4,379.05,403.27,157.38,605.15,393.31,630.4,167,282.71
2041,37,120.7,383.55,410.31,156.59,637.15,405.17,603.1,173,307.6
2042,39,122.4,383.84,417.12,156.39,638.53,404.69,606.8,180,323.89
2043,38,123.5,389.18,419.81,156.17,658.69,408.19,598.7,180,335.44
2044,41,122.3,372.49,418.81,155.7,770.59,398.26,572,198,331.08
2045,46,121.9,376.59,419.16,156.44,840.45,395.5,540,254,317.31
2046,48,122,372.2,422.52,157.39,854.01,410.98,530.6,267,441.3
2047,46,122,380.98,425.4,158.43,724.71,407.48,547.6,236,398.2
2048,41,121.9,376.45,427.26,161.07,618.55,404.49,547.7,181,340.23
2049,35,122.3,385.55,410.94,164.9,536.36,369.88,537.2,181,125.78
2050,36,120,393.53,407.15,165.72,488.2,401.17,513.9,179,368.28
2051,28,118.2,404.03,401.62,166.49,475.38,392.53,506.9,145,354.75
2052,24,116.8,403.05,402.12,166.17,484.07,395,477.8,142,358.99
2053,18,115.3,404.32,392.7,165.32,469.73,357.38,480,124,81.08
2054,17,113.9,395.77,384.88,163.71,463.7,362.49,503.6,147,88.53
2055,15,113.2,405.98,386.79,161.67,478.8,364.93,571.9,132,107.53
2056,15,113.7,410.16,389.39,163.97,546.64,375.58,612.8,146,147.17
2057,21,114.2,414.25,405.6,162.75,633.95,454.91,643.2,185,631.97
2058,31,115,402.34,410.66,160.2,695.62,462.78,640.8,222,672.6
2059,33,116.8,398.37,412.95,159.12,695.67,462.16,643.1,189,704
2060,35,117.4,390.87,397.12,156.37,677.34,386.99,640.7,223,290.71
2061,31,117.8,378.95,398.86,155.84,655.31,384.35,641.5,191,308.1
2062,44,117.8,361.74,398.54,153.72,649.33,385.65,635.3,193,314.36
2063,39,117.1,365.77,412.12,154.14,628.58,388.88,632.4,166,315.08
2064,38,116.8,372.57,411.17,151.36,616,393.46,616.9,171,319.79
2065,39,116.8,377.08,417.62,151.13,640.55,394.09,616.1,172,314.88
2066,40,117.5,367.61,410.97,151.24,638.52,392.94,599.6,177,310.16
2067,41,117.8,366.33,414.3,152.11,661.58,395.76,605.6,184,304
2068,42,117.3,371.58,402.99,152.21,755.11,397.23,623.9,201,306.85
2069,47,118.2,379.33,399.65,154.1,873.13,401.32,653,256,309.12
2070,51,120.3,388.59,405.75,154.71,888.9,428.87,666.2,261,506.44
2071,46,121,386.2,423.36,158.37,781.42,425.53,660.7,228,522.98
2072,39,119.6,393,421.14,159.95,624.21,423.58,671.5,178,529.15
2073,33,118.2,387.05,402.66,160.86,541.93,389.86,684.6,177,337.92
2074,28,116.8,388.71,395.28,161.54,479.63,434.68,716.3,148,592.26
2075,28,114.8,390.66,397.76,160.67,464.53,436.91,717.8,141,585.44
2076,25,114.1,398.37,401.35,161.95,442.95,449.7,734.1,136,584.05
2077,11,112.8,403.35,394.35,160.83,430.77,403.42,728.3,139,328.06
2078,12,112.2,405.93,384.27,162.38,434.29,403.39,725.3,125,340.82
2079,15,113.2,398.16,384.01,160.6,459.54,389.91,705.5,133,337.26
2080,14,114.5,398.07,386.72,159.81,495.47,393.95,709.2,158,315.58
2081,14,115.5,387.45,399.47,161.12,585.55,463.58,712.3,189,728.65
2082,29,115.4,384.33,395.04,161.81,634.02,465.38,722.4,181,721.24
2083,31,116.2,390.17,400.67,161.86,679.59,465.09,706.1,190,728.64
2084,33,117.7,398.03,404.56,159.74,663.54,391.88,691.3,191,293.96
2085,36,118.8,401.23,411.6,158.54,657.57,396.41,680,183,291.96
2086,36,118.7,388.42,410.22,157.97,633.08,392.52,658.7,164,288.11
2087,37,119.4,380.97,407.79,157.82,623,381.86,651.4,152,286.21
2088,36,121.8,373.56,412.44,155.85,608.2,373.62,633.7,166,286.27
2089,37,121.9,371.76,418.4,156.38,628.29,385.07,613.9,172,282.6
2090,38,122.3,374.13,425.12,156.41,623.41,392.37,602.9,177,278.3
2091,39,124.1,382.57,434.7,157.91,660.3,395.81,604.9,181,274.58
2092,41,124.7,398.79,441.17,161.66,722.58,382.65,625.9,187,270.21
2093,45,126.1,406.79,444.72,171.22,816.98,388.13,616.7,225,266.15
2094,48,130.3,413.75,462.34,180.7,826.14,416.66,601,256,437.4
2095,45,131.4,410.7,465.91,184.11,745.09,415.12,580.1,273,413.81
2096,39,127.6,416.04,458.38,185.51,624.35,415.25,580.3,189,395.85
2097,30,125.4,415.59,435.08,180.62,579.71,386.21,571.5,153,207.03
2098,31,123.4,422.98,417.9,185.51,540.86,428.97,576.9,148,488.82
2099,21,122.8,418.17,417.73,184.21,513.36,422.33,555.6,154,480
2100,16,122.6,421.96,424.39,184.92,490.28,413.42,544.6,161,449.04
