timestep,0,1,2,3,4,5,6,7,8,9
4048,9,106,409.06,362.56,159.73,265.93,358.53,196.4,36,94.04
4049,9,105.5,409.59,368.87,158.43,288.34,432.41,203.3,43,560.83
4050,9,105.3,394.5,372.13,156.99,299.67,425.77,206.1,42,562.46
4051,11,105.4,386.56,372.77,154.5,311.69,425.57,211.3,48,563.19
4052,9,105.4,380.59,378.98,149.52,299.92,359.79,212,51,98.67
4053,10,105.7,368.64,374.89,146.81,274.85,370.15,212.7,38,96.46
4054,7,106.2,362.12,380.96,146.12,223.62,373.04,212.7,18,96.73
4055,4,105.7,358.16,372.12,145.31,194.84,363.71,212.7,16,93.12
4056,4,106.2,368.56,373.65,145.56,181.65,349.99,215.4,12,93.63
4057,2,105.7,371.16,373.88,144.59,182.84,349.99,215.7,10,95.43
4058,3,105.6,368.6,365.39,143.38,182,361.09,213.2,10,97.34
4059,3,105.6,361.89,366.55,143.6,193.34,366.3,206,11,97.84
4060,3,105.7,357.99,358.25,143.26,245.37,363.23,201.9,23,95.45
4061,8,105.3,357.28,362.4,145.74,297.99,357.13,198.9,41,93.83
4062,11,105.5,360.81,361.28,149.04,307.55,396.36,202,68,284.17
4063,9,105.7,367.87,361.31,149.53,266.84,397.72,211.8,32,284.84
4064,10,106.2,380.17,358.49,151.72,222.37,397.48,214.2,37,284.51
4065,11,107.1,383.21,361.41,153.85,223.74,358.31,215.7,21,92.28
4066,9,107.5,382.06,369.65,154.41,220.46,398.36,208.3,21,369.69
4067,11,107.7,374.83,375.08,154.17,220.87,401.69,206.9,27,371.17
4068,8,107.5,380.46,376.02,154.49,211.11,400.72,200,25,370.88
4069,5,107.1,380.09,373.73,153.33,210.34,363.44,195,27,92.64
4070,7,106.9,382.18,373.01,151.87,210.39,362.97,194.3,30,92.38
4071,4,106.7,375.92,380.1,151.08,216.79,362.45,197.2,34,94.51
4072,10,105.9,377.3,381.53,150.05,241.83,361.89,203.8,29,94.78
4073,10,106.3,371.12,396.85,149.75,293.61,436.83,207.9,43,529.66
4074,6,106.1,372.21,384.37,148.13,333.1,435.29,211.8,51,529.51
4075,7,106.1,369.61,382.08,147.65,353.34,431.9,216.5,45,530.09
4076,5,106.8,373.84,363.18,146.23,334.94,354.31,220.7,50,93.65
4077,9,106.7,377.58,365.6,145.09,290.67,360.06,225.6,41,92.61
4078,6,108.1,377.29,363.98,144.3,246.84,357.19,223.6,32,91.47
4079,5,108.2,373.26,381.23,143.97,226.4,351.78,217.2,18,90.99
4080,3,108.1,367.82,379.77,144.07,234.17,347.74,213.3,19,90.33
4081,3,108,367.06,381.82,143.2,241.24,351.5,211.1,19,88.77
4082,3,108.9,359.82,366.33,142.22,241.79,354.3,206.2,19,89.2
4083,2,109.2,357.66,371.88,140.78,255.26,360.05,197.2,17,88.26
4084,3,108.9,358.65,369.06,140.44,304.39,364.03,189.9,20,87.67
4085,8,108.6,365.94,376.58,142.49,333.62,362.62,191.7,37,88.77
4086,10,107.9,370.23,368.35,144.53,326.13,387.77,194,72,279.84
4087,9,107.3,370.09,369.47,146.52,267.96,383.79,191.9,31,282.05
4088,9,106.9,375,358.46,147.92,234.26,395.99,187.4,33,280.22
4089,10,107.2,377.92,360.74,149.45,214.62,366.21,185.5,17,90.18
4090,10,106.9,376.8,363.45,151.12,208.56,408.02,189.8,20,359.42
4091,9,106.9,382.4,367.55,152.47,198.65,406.05,194.2,23,361.69
4092,9,106.7,381.99,367.2,152.68,204.4,400.43,196.7,38,362.23
4093,9,106.6,381.33,368.3,152.53,217.15,363.56,195.3,23,93.6
4094,6,106.7,377.03,378.31,153.16,235.67,354.2,199.2,26,92.71
4095,7,106.5,374.96,381.18,154.14,249.4,356.13,201.6,21,94.65
4096,10,106.4,387.36,374.33,153.87,269.91,351.96,205.5,35,93.06
4097,9,106.6,384.38,372.9,152.9,307.76,422.32,209.8,50,546.1
4098,11,107.2,385.55,370.46,152.59,333.28,429.74,218.6,73,544.39
4099,11,106.5,379.21,377.34,151.6,334.08,431.32,228.9,56,545.76
4100,9,107,372.97,373,150.57,317.17,362.8,238.5,58,91.66
4101,9,107.6,370.23,370.12,149.78,306.77,366.89,238,47,91.42
4102,4,108.1,359.73,372.1,147.29,295.25,369.19,233.1,37,90.14
4103,5,108.1,364.6,374.73,143.42,268.89,371.19,217.8,23,91.52
4104,3,107.7,363.66,385.31,142.32,258.66,366.18,207.9,24,91.33
4105,3,107.3,360.77,378.66,142.38,256.61,365.44,199.1,26,93.2
4106,4,107.5,348.7,375.75,139.26,272.41,363.99,198.1,21,93.22
4107,3,107.3,351.16,366.84,129.33,276.85,358.31,191.4,22,92.88
4108,3,108.3,366.53,368.99,143.38,308.14,353.7,192.6,25,91.33
4109,6,107.9,381.36,370.64,151.43,340.81,352.34,195.9,37,90.42
4110,11,108.5,393.48,374.58,160.53,348.75,384.17,206.4,68,277.29
4111,11,108,401.25,375.51,164.59,335.81,380.32,215.3,51,277.9
4112,9,107.4,405.95,373.04,165.57,298.79,377.77,224.7,52,278.74
4113,10,107,408.07,370.39,166.56,271.94,354.48,231.5,33,93.67
4114,11,106.9,405.64,377.35,165.81,232.97,399.3,232.9,26,386.55
4115,11,107,410.93,375.87,165.71,215.88,402.07,229.9,28,386.18
4116,8,107,408.65,377.7,164.66,212.34,396.43,228.2,25,385.89
4117,5,106.6,408.9,364.02,164.92,210.92,355.32,224.5,26,92.22
4118,7,107.4,403.74,366.91,164.78,211.35,356.95,220.1,28,93.28
4119,6,107.1,408.26,364.66,159.95,229.35,352.57,214,38,94.27
4120,6,106.6,398.12,372.56,158.75,254.34,351.71,215.3,47,94.28
4121,9,106.4,399.23,370.34,157.44,270.75,419.27,215.8,52,555.12
4122,5,106.3,381.99,373.47,155.98,268.67,424.67,217.9,51,552.44
4123,6,106.4,380.85,362.22,155.15,280.86,419.86,216.9,44,553.03
4124,4,106.7,378.28,364.15,153.61,287.72,351.8,214.6,48,91.96
4125,5,106.5,383.56,362.45,152.72,297.24,352.2,213.8,34,93.82
4126,3,106.9,381.25,372.3,151.3,288.05,355.96,210.3,34,93.2
4127,4,107,371.24,368.87,143.8,280.86,352.56,210.8,35,91.59
4128,3,107.5,365.71,366.11,147.46,281.42,353.41,215.2,26,90.26
4129,3,107,369.57,363.23,147.97,287.18,356.29,221.3,30,91.31
4130,3,107.2,373.63,365.75,145.76,294.25,361.27,216.7,27,91.29
4131,3,107.1,379.39,372.04,146.5,297.78,368.02,209.3,28,93.87
4132,4,107.6,384.42,374.13,151.2,303.69,369.69,202.7,27,93.38
4133,8,106.6,396.18,370.47,158.8,319.92,365.43,207.8,35,93.66
4134,6,107.6,404.3,377.18,167.42,364.79,390.32,209.3,42,265.49
4135,10,107.3,402.02,377.5,168.53,402.04,387.36,216.6,51,266.51
4136,8,106.8,394.51,377.52,168.46,421.53,389.07,221.8,67,267.44
4137,10,106.5,396.42,369.17,170.44,376.06,353.5,233.5,65,94.48
4138,6,106.6,403.28,372.26,170.63,338.91,397.39,240.2,67,370.74
4139,7,106.8,413.83,374.23,169.57,285.99,397.21,248.3,66,372.86
4140,5,106.8,412.66,371.06,169.09,266.08,403.61,249.4,40,371.49
4141,7,106.1,410.14,369.93,169.33,224.43,362.76,254.2,32,94.92
4142,7,106.4,409.5,376.84,166.59,207.28,360.85,245.4,23,92.97
4143,9,106.7,403.27,370.75,162.63,200.94,354.3,237.2,27,91.98
4144,8,106.4,397.15,371.87,159.72,214.11,353.09,224.9,18,92.34
4145,4,106.6,384.09,370.53,156.34,216.37,430.16,221,31,544.48
4146,5,106.1,373.04,379,154.44,211.3,437.38,219.3,27,547.06
4147,7,106.5,370.95,379.44,153.12,232.43,441.96,217.1,32,546.79
4148,4,106.6,378.76,364.62,151.83,268.36,368.52,221.5,33,94.82
4149,5,106.7,383.25,367.51,150.34,290.73,368,223.2,35,94.96
4150,5,107.2,379.54,367.7,149.06,285.32,366.65,221.2,29,93.89
4151,4,107,365.5,375.68,147.1,271.97,373.28,215.1,24,94.32
4152,4,107.4,361.69,367.81,145.82,274.95,371.53,212.2,25,93.25
4153,3,107.5,363.22,370.02,144.74,286.16,366.13,208.6,26,94.97
4154,4,107.8,366,366.46,143.7,293.52,363.12,209.7,26,93.78
4155,3,107.8,363.5,373.74,143.73,288.02,356.96,212.8,27,95.24
4156,3,108,365.29,371.55,147.65,273.3,362.22,218.9,21,93.27
4157,4,107.9,376.22,380,156.88,260.21,362.91,222.2,14,93.66
4158,3,108.2,392.91,382.38,165.39,263.12,398.99,214.3,13,270.3
4159,6,107.6,401.43,376.74,167.09,258.02,391.76,211.9,26,271.95
4160,11,107.1,408.62,375.36,166.67,255.79,387.76,204.1,29,271.9
4161,11,106.7,416.31,367.52,169.19,249.29,360.36,205.6,40,96.37
4162,9,106.8,417.96,369.13,169.62,237.66,406.55,210.8,32,371.23
4163,8,106.6,419.95,367.34,169.28,235.93,405.9,225.4,32,371.77
4164,7,106.5,416.6,363.77,169.48,217.2,402.77,237,39,368.68
4165,3,106.3,412.71,364.62,171.75,233.93,370.99,238,33,91.48
4166,9,106.5,406.78,355.75,168.6,238.6,367.3,232.6,37,91.64
4167,6,106.9,399.69,362.96,163.42,240.35,361.99,229,35,91.4
4168,9,106.5,395.02,362.19,161.32,243.04,347.57,227.2,29,94.15
4169,7,106.2,388.58,372.95,158.25,225.85,430.19,225.9,43,511.09
4170,5,106,384.94,366.25,157.85,229.36,437.31,221.4,39,511.52
4171,4,105.7,384.04,362.54,159.59,219.62,438.69,219.4,34,511.19
4172,6,105.7,385.4,362.02,155.89,256.76,367.61,214.1,39,95.95
4173,5,105.7,382.59,368.01,152.11,292.71,360.95,213.5,45,96.79
4174,4,105.9,385.81,365.33,150.94,303.25,360.82,205.8,34,96.94
4175,4,105.6,376.77,363.06,150.3,299.74,348.6,201.6,26,94.69
4176,3,105.4,368.58,362.22,149.06,292.77,352.92,199.3,24,95.04
4177,3,105.4,369.35,366.76,146.88,301.56,356.72,199.4,26,94.64
4178,3,105.3,380.88,362.98,147.09,305.94,361.46,202,26,97.18
4179,3,105.6,384.67,362.59,148.07,306.31,365.48,204.3,25,95.22
4180,3,105.4,383.47,364.81,151.56,290.55,362.36,203.8,21,96.5
4181,3,105,391.53,369.4,157.8,260.64,360.81,203.9,18,94.75
4182,6,104.7,404.02,371.95,164.51,233.18,384.7,201,15,278.15
4183,5,104.8,412.34,374.81,167.83,222.67,392.71,207.2,22,277.14
4184,7,105.2,407.22,374.65,169.16,232.14,395.39,208.9,31,276.73
4185,6,105.8,402.45,369.19,169.61,240.42,366.17,211.2,35,93.86
4186,4,106.1,406.19,364.77,168.57,242.09,403.71,211.3,45,352.7
4187,5,106.5,404.45,365.34,167.69,227.58,401.28,211.7,31,355.25
4188,7,106.3,409.22,363.15,165.91,215.63,403.23,211.1,37,356.14
4189,9,106.1,406.24,360.98,164.84,236.32,358.46,205.5,29,96.23
4190,10,105.7,401.45,361.29,163.17,251.28,354.84,204.6,25,94.96
4191,11,105.6,391.9,369.98,159.76,271.53,351.58,210.1,28,96.39
4192,9,105.3,381.48,365.16,156.57,254.49,357.69,214.5,52,97.57
4193,9,105.4,377.97,368.58,154.25,271.21,430.88,217.6,53,538.38
4194,6,104.8,378.75,363.32,149.63,267.11,433.74,214.8,42,538.85
4195,6,104.6,375.59,368.45,147.55,264.93,428.37,215.8,31,538.36
4196,9,104.8,369.19,363.21,145.98,259.7,358.5,209.9,46,96.33
4197,8,105,355.26,363.66,144.86,290.5,358.1,204.5,68,94.19
4198,7,104.9,355.41,368.58,144.56,304.26,356.63,197.2,31,93.93
4199,4,104.8,358.8,372.36,146.09,292.4,358.57,195.3,24,95.63
4200,3,104.8,370.96,379.92,144.83,262.02,354.62,194.5,20,96.33
4201,3,104.6,361.92,374.72,142.19,261.29,358.44,196.1,21,99.82
4202,3,104.7,359.39,368.72,140.34,261.77,357.25,199.6,21,99.36
4203,3,104.8,348.46,357.56,141.09,277.24,356.42,199.9,21,99.96
4204,4,104.7,359.34,355.4,141.72,313.79,352.89,201.6,21,98.01
4205,9,104.4,362.73,359.26,144.5,334.88,351.74,203.8,37,97.31
4206,8,104.6,375.67,368,147.08,314.29,387.57,208.6,66,285.15
4207,11,104.5,379.76,372.75,149.08,256.51,387.99,210.6,34,283.85
4208,9,104.8,382.66,368.59,149.92,218.57,386.57,212.2,23,283.5
4209,6,105.4,377.32,361.5,149.93,201.83,348.16,208.8,36,96.09
4210,4,105.2,371.76,370.26,149.18,198.79,386.23,203.6,21,382.74
4211,4,105.3,371.46,369.96,150,195.8,393.26,195.4,26,385.02
4212,5,105.7,372.63,377.85,150.38,204.77,402.05,192,26,383.59
4213,3,105.5,373.37,368.86,147.96,214.42,361.47,191.7,22,97.9
4214,5,105.5,375.67,369.43,146.42,231.06,356.62,194.8,26,94.07
4215,6,105.9,374.61,359.73,145.25,235.09,355.25,196.1,32,96.13
4216,6,105.3,365.61,355.53,143.61,252.28,363.99,199.6,35,95.56
4217,8,105.3,358.65,364.55,140.81,261.34,431.75,203,38,564.15
4218,9,105.1,350.6,366.07,140.08,277.66,429.57,205.2,48,562.97
4219,10,105.8,353.33,374.24,139.44,271.1,425.19,207.7,45,563.58
4220,11,105.3,349.47,366.3,138.19,254.52,360.33,205.6,30,96.56
4221,8,105.1,351.54,371.43,138.22,238.36,364.95,209.9,28,95.63
4222,10,105.1,353.83,367.81,137.96,222.45,366.35,216.6,31,96.17
4223,6,105.1,353.42,374.24,139.33,236.66,371.74,219.5,18,96.4
4224,4,104.9,352,369.89,137.25,228.91,364.68,216.6,17,96.54
4225,3,104.9,349.68,367.92,138.42,227.78,361.54,208.2,13,95.61
4226,3,105,358.72,357.25,139.4,212.51,353.83,198.8,14,95.81
4227,3,105.2,364.09,359.42,138.93,208.46,353.55,189.8,15,95.96
4228,4,105.1,363.8,362.63,138.71,240.18,350.02,182.1,12,96.21
4229,7,104.5,358.43,367.57,140.37,274.37,349.14,182.1,67,97.12
4230,9,104.3,359.81,377.31,142.26,290.67,378.97,182.2,55,273.78
4231,10,104.5,364.17,375.39,143.23,268.04,381.12,183.3,30,272.62
4232,9,104.8,369.42,373.28,144.81,235.48,375.61,183.3,28,272.57
4233,9,104.9,374.96,365.46,145.4,236.31,346.36,186.5,22,96.36
4234,8,105.7,369.23,362.49,146.06,222.37,385.72,188.5,23,367.45
4235,5,105.8,359.75,362.28,146.15,217.56,391.25,191.8,24,365.97
4236,5,105.6,358.31,355.96,146.43,194.88,396.27,192.7,19,366.45
4237,6,105.5,357.26,357.31,146.89,201.39,357.78,191.6,20,95.25
4238,6,105,362.13,359.48,146.21,207.68,356.24,192.7,28,94.97
4239,6,105.1,359.3,367.66,145.26,254.16,356.46,194.7,27,93.8
4240,5,104.9,371,367.24,144.77,270.84,358.31,200.8,29,92.57
4241,10,105,374.37,369.55,146.72,284.78,422.56,205.7,47,578.61
4242,9,105.4,369.82,371.84,146.73,257.49,428.3,210,40,577.6
4243,7,105.8,361.75,363.24,146.2,256.84,419.21,207.7,46,579.91
4244,9,106.8,357.16,361.72,144.83,253.47,359.72,205.1,49,95.01
4245,10,105.5,358.07,357.24,141.91,270.15,355.95,198.1,58,96.39
4246,9,106.2,354.29,367.33,143.8,268.7,367.83,198.1,28,97.41
4247,6,106.1,357.1,369.02,143.72,263.65,366.62,197.8,21,97.57
4248,4,105.5,354.15,367.66,141.57,251.34,358.47,201.8,22,97.67
4249,3,105.3,356.18,368.34,138.99,251.38,361.75,203.2,22,98.15
4250,3,105,351.86,363.17,138.96,245.96,355.7,204.9,21,96.23
4251,3,104.4,355.35,356.63,138.92,247.56,356.75,204.9,16,97.98
4252,4,104.5,362.91,354.12,139.96,262.67,347.82,198.2,18,96.92
4253,6,104.5,363.37,352.58,140.06,287.09,348.15,191.5,46,98.94
4254,8,104.4,367.52,358.04,141.41,309.64,373.29,188.1,44,278.21
4255,10,105.1,360.15,363.84,143.66,279.3,372.03,189.6,44,277.72
4256,8,105.8,360.22,374.08,144,263.1,369.58,191.3,26,276.87
4257,6,105.2,364.24,379.25,145.53,224.87,348.66,196.8,16,94.81
4258,4,105.6,373.03,381.62,146.41,223.31,389.93,200.1,27,368.98
4259,6,105.5,374.34,376.28,146.82,214.91,396,198.4,19,370.09
4260,5,105.3,376.1,375.48,147.65,210.03,396.58,191.6,26,371.06
4261,3,105.3,374.66,369.51,147.57,219.66,358.01,188.3,31,97.35
4262,5,105.2,376.26,376.39,147.69,209.72,356.55,188.3,31,97.37
4263,5,105.3,376.75,369.76,146.75,221.88,357.17,191.2,33,97.89
4264,6,105.7,376.95,371.35,147.39,239.74,356.64,197,35,97.75
4265,8,105.6,376.12,365.23,146.93,262.96,421.46,201.9,42,562.1
4266,9,105.5,370.34,370.85,146.67,263.2,419.3,209,46,561.85
4267,7,105.5,367.75,362.41,146.32,246.24,424.82,214.7,55,559.11
4268,5,105.9,378.1,357.42,145.45,232.94,360.28,223.2,55,93.15
4269,8,105.7,384.23,350.88,144.69,232.9,363.13,223.4,34,92.28
4270,7,106.1,385.08,357.35,147.22,216.12,355.04,218.1,28,95.5
4271,6,105.2,375.83,361.58,145.93,201.65,357.17,205.6,12,96.5
4272,3,104.3,366.54,373.22,144.7,182.57,355.81,196.9,13,98.73
4273,2,104.3,359.21,371.01,142.83,178.67,356.23,193.5,12,99.85
4274,3,104.3,361.36,372.96,142.36,176.3,354.88,195.2,12,102.24
4275,3,104.7,356.68,365.22,142.94,185.04,350.5,192.7,10,101.61
4276,3,104.8,366.83,367.93,146.08,213.29,350.55,192.9,16,99.61
4277,8,104.2,368.74,365.33,156.05,256.41,351.76,192,42,98.02
4278,10,104.4,388.92,371.38,162.71,287.1,388.99,200.5,62,285.02
4279,11,105.1,403.62,365.71,166.29,271.37,393.53,205.2,36,283.87
4280,8,104.8,406.04,356.44,168.34,237.87,393.71,208.4,37,284.6
4281,10,104.5,407.82,351.33,160.13,212.16,364.94,203.7,14,96.5
4282,8,104.8,406.1,351.67,164.7,211.21,397.4,197.8,23,373.52
4283,4,104.7,427.62,365.49,167.18,210.8,402.13,194.2,20,371.25
4284,4,104.7,432.32,362.2,167.1,203.47,395.73,195.7,23,372.66
4285,7,105,429.47,363.15,167.04,203.99,362.83,198.3,22,94.65
4286,5,106,416.77,369.33,165.95,203.26,360.46,201.8,25,95.03
4287,6,105.7,407.28,371.9,162.83,225.49,363.55,196.5,28,93.18
4288,7,105.6,394.39,374.72,160.38,251.28,361.26,193.8,39,95.8
4289,9,105.8,383.98,373.52,157.31,287.43,430.55,194.3,37,545.6
4290,10,105.9,379.22,376.67,155.96,290.32,427.37,198.8,45,547.21
4291,10,105.7,385.94,381.28,153.22,291.68,427.2,201.3,39,546.36
4292,10,105.5,383.32,367.74,151.64,267.18,355.33,199.8,39,97.2
4293,8,105.7,374.77,367.58,149.89,248.4,358.6,199.3,25,96.22
4294,6,106.5,371.81,362.56,148.26,228.8,356.51,197.1,32,96.75
4295,4,105.7,362.98,364.07,147.6,219.35,353.53,189.3,18,96.69
4296,3,105.7,367.29,361.53,145.57,219.19,345.53,184.2,16,94.91
4297,3,105.8,370.18,355.77,145.03,217.29,348.1,184.2,17,94.1
4298,2,105.5,375.81,362.41,145.08,228.36,355.06,188.6,20,93.16
4299,3,105.6,380.69,361.48,145.65,244.13,372.77,190.7,17,95.14
4300,3,106.1,382.72,366.46,148.78,282.12,374.66,195.7,20,96.76
4301,7,105.6,394.72,362.26,157.57,318.4,376.77,202.9,25,97.67
4302,9,105.3,406.69,364.73,165.53,331.04,392.23,214.6,54,277.63
4303,8,105.9,414.67,370.75,168.61,296.41,391.74,217.1,38,276.47
4304,9,105.7,423.66,367.16,168.82,262.36,385.41,221.2,37,276.55
4305,6,105.2,421.02,363.51,168.19,226.82,358.28,218.1,34,96.33
4306,5,105.3,420.41,361.57,167.25,220.73,397.95,214.5,21,364.04
4307,6,105.4,414.41,361.99,166.56,203.19,397.23,215.8,27,362.47
4308,4,105.5,410.59,364.28,167.06,211.78,403.74,220.7,19,361.42
4309,4,105.6,408.58,360.45,167.57,212.6,365.66,228.3,37,92.04
4310,4,106.7,411.38,359.93,167.26,212.49,364.28,217.1,37,92.92
4311,6,106.2,411.31,361.49,164.38,232.4,360.23,205.8,27,93.16
4312,5,105.8,398.27,368.75,161.09,238.41,361.83,204.6,32,95.41
4313,4,105.7,390.13,378.83,157.99,252.2,424.55,212.3,38,519.23
4314,7,105.4,388.95,376.1,157.88,246.27,425.98,218.9,38,519.29
4315,8,105.4,393.48,369.56,157.01,240.89,425.64,209.3,43,518.74
4316,8,105.3,393.98,362.01,156.61,258.98,366.81,196.2,55,95.32
4317,8,105.5,391.95,367.21,154.06,273.07,368.77,186.8,54,95.88
4318,8,105.9,393.64,368.54,153.8,286.97,369.15,181.9,38,96.7
4319,4,105.8,384,362.87,151.69,267.1,366.36,185.7,21,97.73
4320,3,105.9,376.05,362.97,149.28,245.36,361.22,184.4,23,98.09
4321,3,105.9,371.24,365.9,148.73,238.78,362.71,187.4,21,97.39
4322,3,105.6,377.81,375.76,148.44,250.38,362.53,187.9,27,96.66
4323,4,105.6,386.99,361.27,148.4,260.5,360.65,193.8,28,96.13
4324,4,105.9,382.5,357.14,151.91,262.88,356.64,200.5,20,97.51
4325,4,105,393.74,357.66,160.27,256.99,357.56,212.4,22,97.23
4326,5,105.1,401.2,371.08,166.1,257.29,396.7,219,22,278.7
4327,7,105.6,420.29,372.05,167.93,272.7,400.59,216.3,34,277.9
4328,11,105.2,419.04,371.95,169.28,297.23,409.23,209.8,50,277.35
4329,11,105,421.31,368.49,170.37,296.57,375.93,204.2,36,97.81
4330,8,105.3,418.48,376.04,169.12,275.18,412.33,210.9,41,356.94
4331,6,105.6,413.45,374.66,168.75,266.86,397.36,216.1,37,355.93
4332,6,106.2,400.86,374.98,168.4,259.53,394.22,222.4,30,355.21
4333,9,105.8,389.07,370.92,168.73,254.51,348.89,216.5,35,96.64
4334,8,106.1,393.4,368.86,167.37,230.6,350.38,211.1,37,99.51
4335,7,106.2,394.49,365.16,165.1,236.65,353.31,207.2,27,97.61
4336,9,106.4,402.88,361.58,163.91,259.35,353.36,212.5,30,96.16
4337,5,105.8,397.54,370.47,161.69,268.43,422.01,215.6,45,555.29
4338,5,105.8,398.16,377.25,160.51,255.26,416.05,214.1,49,556.57
4339,9,105.8,391.35,380.54,158.52,247.53,420.49,210.6,26,557.73
4340,7,105.7,390.7,372.01,156.38,264.74,357.17,209.5,43,97.6
4341,5,105.4,379.23,367.36,154.54,279.81,361.56,208.7,33,100.01
4342,4,105.2,383.04,361.16,154.37,278.06,363.1,208.4,32,100.41
4343,4,105.1,378.3,362.43,152.83,265.27,357.69,204.7,31,101.08
4344,4,105.5,390.17,357.38,152.35,270.75,360.5,206,27,97.58
4345,5,105.5,382.74,360.37,150.09,278.96,354.32,205.8,27,96.97
4346,5,105.8,384.07,369.97,149.36,286.66,356.31,208.6,27,96.86
4347,4,105.6,378.76,370.37,150.11,287.23,357.09,210.7,24,98.67
4348,3,105.4,387.6,369.9,152.91,284.55,360.88,215.3,22,96.68
4349,3,104.9,394.25,360.22,160.62,265.88,368.52,226.2,20,95.19
4350,4,105,414.5,370.69,166.96,251.8,392.15,232.8,16,271.56
4351,6,106.2,411.3,367.13,169.73,250.58,394.02,237.2,30,272.76
4352,9,105.4,407.37,368.28,169.43,269.91,387.4,229.8,30,272.88
4353,10,105.6,394.35,362.5,164.29,299.26,356.7,222.5,48,97.92
4354,8,106.5,395.01,365.25,170.14,292.81,403.29,218.9,31,366.83
4355,9,106.6,400.73,367.5,171.18,270.84,403.33,214.9,25,366.83
4356,8,106.2,416.15,370.94,170.72,245.72,404.28,212.6,31,365.03
4357,6,105.6,423.84,368.19,169.84,228.56,357.87,210.1,27,96.4
4358,6,105.4,429.22,362.07,169.78,228.52,358.92,213.7,27,98.55
4359,4,105.6,410.32,357.2,165.45,233.05,356.18,222.4,23,98.62
4360,5,105.3,407.95,354.53,161.18,259.71,353.68,227.3,31,98.39
4361,7,105.2,396.38,365.03,158.21,266.74,420.98,232.6,33,548.98
4362,6,105.6,395.4,371.04,157.18,259.25,418.08,227.3,47,548.9
4363,7,106.2,387.52,376.23,155.18,250.55,419.7,217.9,40,550.19
4364,10,105.6,384.26,367.09,153.61,241.38,358.57,207.6,44,98.61
4365,8,105.1,393.27,362.86,153.09,249.03,351.95,199.1,27,98.11
4366,9,104.6,389.86,363.79,152.05,252.01,351.62,195.4,30,96.91
4367,4,104.5,388.44,358.58,150.34,265.88,336.1,190.9,28,97.16
4368,4,104.7,379.55,360.26,148.6,265.43,353.44,192.7,21,99.45
4369,4,104.9,375.83,355.68,147.52,268.48,351.17,196.7,23,104.07
4370,4,105,381.25,362.82,145.92,274.58,362.01,200,24,103.63
4371,3,104.5,375.49,356.66,146.84,286.36,353.04,205.7,22,101.79
4372,4,104.4,389.18,355.55,149.6,299.73,361.73,210.9,20,95.83
4373,8,104.4,387.38,352.98,157.35,323.05,369.1,217.1,35,96.91
4374,11,104.5,402.34,359.42,164.94,304.18,394.65,220.6,43,272.04
4375,9,104.9,403.7,365.45,168.26,281.79,383.18,220.6,27,274.58
4376,10,105.3,408.22,363.57,159.01,238.94,378.72,213.8,32,272.89
4377,8,105.7,403.9,363.11,167.88,256.99,359.88,205.7,30,99.17
4378,7,105.7,404.06,368.06,166.87,241.9,402.62,204,21,381.5
4379,7,106.1,406.13,375.7,165.97,236.27,395.83,209.5,25,381.69
4380,8,105.8,398.09,375.74,164.59,207.09,398.12,217.1,22,379.67
4381,6,105.8,393.84,369.07,162.22,218.18,358.81,217.8,21,95.21
4382,4,106.1,386.63,360.69,159.24,223.81,361.42,218.7,22,94.48
4383,5,106.6,383.67,354.61,156.24,232.93,356.47,220.1,32,94.23
4384,8,106,381.45,356.92,153.58,232.61,352.12,220.9,32,93.96
4385,8,105.1,372.97,368.68,151.39,235.93,416.76,218.9,31,570.52
4386,11,104.9,369.86,369.99,150.1,230.69,412.7,212.5,41,570.92
4387,8,105,360.08,369.53,148.05,224.18,410.88,209.6,46,572.17
4388,9,104.9,368.46,360.4,146.22,228.62,344.32,212.4,36,94.69
4389,8,105,368.17,366.46,144.53,218.27,347.72,214,28,94.43
4390,7,105.2,371.41,368.79,143.16,205.62,351.95,209.9,16,95.38
4391,4,105,369.13,361.28,141.75,180.97,354.51,202.7,17,96.32
4392,3,105.1,369.24,362.54,141.13,200.87,350.87,198.4,16,95.71
4393,3,105.3,364.77,360.67,140.72,216.85,356.42,196.3,16,98.04
4394,3,105.3,356.89,367.72,140.26,232.85,360.46,195,17,98.49
4395,2,105.8,356.68,363.06,140.9,239.67,366.65,193.5,16,99.89
4396,4,106.2,354.58,362.32,140.05,247.19,364.5,191.5,16,97.81
4397,9,105.4,354.67,360.96,142.81,268.77,363.91,190,26,98.41
4398,11,104.4,357.84,359.67,146.79,256.71,385.63,192.2,47,272.59
4399,9,104.4,365.81,356.25,148.21,247,382.22,196,49,271.21
4400,8,104.7,373.08,355.44,149.08,221.71,379.03,205.6,27,271.62
4401,6,105.5,374.19,362.86,149.46,223.11,353,210.6,28,95.73
4402,5,105.6,377.62,369.84,150.19,223.49,402.6,214.6,27,375.59
4403,8,105.5,377.57,381.75,149.31,231.37,410.11,211.5,20,376.92
4404,8,105.4,381.87,378.07,148.68,225.97,421.51,210.2,30,378.96
4405,7,105.5,372.4,376.44,148.05,235.02,378.09,209.4,26,99.66
4406,7,105.3,368.97,364.35,147.61,220.5,372.16,207.3,31,98.7
4407,5,105.4,367.6,362.62,147.27,213.71,355.72,207.6,26,97.96
4408,8,105.9,368.62,361.06,147.23,205.45,350.92,211.2,31,97.08
4409,6,105.6,366.29,368.2,144.75,218.05,412.49,211.9,46,555.01
