thermal_demand,co2_price,gas_price,electricity_price,wp_price
0.651916411,84.03,79.12,190,24.94
0.661270329,84.03,79.12,194,24.94
0.769853346,84.03,79.12,214.95,24.94
0.78439571,84.03,79.12,239.49,24.94
0.800198569,84.03,79.12,242.97,24.94
0.704359756,84.03,79.12,224.96,24.94
0.699722404,84.03,79.12,204.84,24.94
0.677360933,84.03,79.12,201,24.94
0.65379495,84.03,79.12,179.97,24.94
0.641752587,84.03,79.422,183.33,24.94
0.631212607,84.03,79.422,179.61,24.94
0.63385444,84.03,79.422,178.3,24.94
0.640797639,84.03,79.422,177.46,24.94
0.652539336,84.03,79.422,177.61,24.94
0.679394427,84.03,79.422,187.48,24.94
0.747122552,84.03,79.422,225.19,24.94
0.765767487,84.03,79.422,265,24.94
0.748933617,84.03,79.422,300.02,24.94
0.686924106,84.03,79.422,299.39,24.94
0.718332575,84.03,79.422,275.88,24.94
0.711213607,84.03,79.422,270,24.94
0.706576057,84.03,79.422,245.84,24.94
0.65040539,84.03,79.422,240.08,24.94
0.658481165,84.03,79.422,244,24.94
0.672339673,84.03,79.422,256.49,24.94
0.690090308,84.03,79.422,273.57,24.94
0.79128648,84.03,79.422,307.38,24.94
0.79739979,84.03,79.422,341.85,24.94
0.802077528,84.03,79.422,315.31,24.94
0.704640742,84.03,79.422,274.98,24.94
0.701227758,84.03,79.422,250,24.94
0.67364826,84.03,79.422,226.81,24.94
0.6542184,84.03,79.422,206.92,24.94
0.631190667,84.03,91.752,215.98,24.94
0.624328418,84.03,91.752,212.9,24.94
0.619404514,84.03,91.752,203.75,24.94
0.619439675,84.03,91.752,196.24,24.94
0.627095558,84.03,91.752,198.99,24.94
0.651214594,84.03,91.752,219.03,24.94
0.726479977,84.03,91.752,279.96,24.94
0.742119624,84.03,91.752,356.24,24.94
0.735026467,84.03,91.752,399.85,24.94
0.679225077,84.03,91.752,399.01,24.94
0.732905872,84.03,91.752,360,24.94
0.730727729,84.03,91.752,347.4,24.94
0.72859231,84.03,91.752,328.92,24.94
0.669343572,84.03,91.752,305,24.94
0.679705448,84.03,91.752,310,24.94
0.689560138,84.03,91.752,313,24.94
0.707130637,84.03,91.752,318.67,24.94
0.81066299,84.03,91.752,366.43,24.94
0.827627777,84.03,91.752,399.06,24.94
0.821208985,84.03,91.752,373.75,24.94
0.712871202,84.03,91.752,309.68,24.94
0.709908274,84.03,91.752,265,24.94
0.695069852,84.03,91.752,240.89,24.94
0.675753798,84.03,91.752,215.17,24.94
0.664403858,84.03,93.457,209.57,24.94
0.662011321,84.03,93.457,212.36,24.94
0.669500107,84.03,93.457,215.41,24.94
0.672278468,84.03,93.457,209.89,24.94
0.684643891,84.03,93.457,209.14,24.94
0.714942273,84.03,93.457,215.09,24.94
0.78377903,84.03,93.457,240.16,24.94
0.816233953,84.03,93.457,294.88,24.94
0.80469079,84.03,93.457,312.32,24.94
0.752907688,84.03,93.457,312.69,24.94
0.792906109,84.03,93.457,300.02,24.94
0.780732759,84.03,93.457,282.65,24.94
0.769375293,84.03,93.457,259.68,24.94
0.715410731,84.03,93.457,241.54,24.94
0.720850588,84.03,93.457,238.24,24.94
0.730777921,84.03,93.457,236.76,24.94
0.730930974,84.03,93.457,240.11,24.94
0.831087665,84.03,93.457,268.08,24.94
0.831356818,84.03,93.457,262.46,24.94
0.833328786,84.03,93.457,224.45,24.94
0.718224523,84.03,93.457,217.43,24.94
0.717069317,84.03,93.457,171.34,24.94
0.706776179,84.03,93.457,142.94,24.94
0.700078906,84.03,93.457,122.34,24.94
0.686665376,84.03,91.861,131.59,24.94
0.677344752,84.03,91.861,115.02,24.94
0.676439875,84.03,91.861,108.65,24.94
0.674605845,84.03,91.861,100.94,24.94
0.68641417,84.03,91.861,103.06,24.94
0.701535899,84.03,91.861,110.03,24.94
0.762615527,84.03,91.861,104.03,24.94
0.78025765,84.03,91.861,138.79,24.94
