timestep,0,1,2,3,4
6390,9,113.9,423.84,396.23,180.63
6391,11,114.9,433.74,397.46,182.88
6392,9,114,439.84,399.64,182.32
6393,10,112.4,451.8,390.31,180.17
6394,10,111.3,452.22,389.44,183.48
6395,9,110.1,448.23,388.09,181.11
6396,8,109,435.11,387.24,180.04
6397,7,109,426.36,384.75,178.08
6398,6,109.4,414.8,380.55,176.92
6399,6,110,403.43,378.96,171.89
6400,6,109.6,394.72,374.12,165.95
6401,8,110,397.57,377.37,163.82
6402,8,110.3,401.93,379.93,163.33
6403,9,110.5,402.5,380.08,163.13
6404,10,110.3,390.05,376.06,160.24
6405,8,111.4,385.34,373.96,156.51
6406,7,111.7,380.55,392.71,153.8
6407,7,111.8,386.2,397.97,154.79
6408,4,111.3,380.47,402.94,154.2
6409,3,111.1,379.93,388.11,152.95
6410,4,111.4,382.01,386.86,151.91
6411,4,111.3,379.49,376.14,151.72
6412,5,111.3,383.07,377.25,152.51
6413,10,110.6,381.52,377.56,155.56
6414,11,111,391.27,381.26,157.73
6415,11,111.7,393.21,385.26,159.22
6416,10,112.1,392.76,386.82,158.78
6417,10,112.9,392.67,389.21,158.58
6418,8,113.2,387.31,387.92,158.68
6419,7,112.3,383.66,381.41,157.74
6420,7,111.1,380.97,379.14,157.17
6421,9,110.1,386.43,374.6,156.97
6422,8,109.2,383.43,377.13,157.54
6423,7,109.1,380.68,375.26,157.61
6424,8,109,379.35,382.94,156.92
6425,9,109.6,385.61,395.1,156.57
6426,8,110.9,389.73,402.04,157.58
6427,7,112.4,389.81,397.79,156.91
6428,9,112,385.15,387.16,156.05
6429,8,113.6,387.79,389.65,154.85
6430,7,114,384.59,397.81,153.32
6431,5,116.2,380.51,402.4,152.72
6432,3,116.4,379.04,401.77,152.17
6433,4,115.8,380.39,399.83,152.65
6434,4,114.7,378.93,398.09,151.38
6435,7,113.6,374.59,394.79,151.19
6436,4,113.2,367.98,392,152.36
6437,7,112.9,378.85,390.76,154.2
6438,10,115.1,382.31,393.99,155.11
6439,8,115.5,385.96,394.59,156.14
6440,10,115,381.55,392.81,156.29
6441,8,114.3,378.41,387.61,155.72
6442,8,113.1,386.53,391.93,155.84
6443,6,112.1,385.03,389.91,156.1
6444,6,111.7,382.7,397.13,157.62
6445,4,110.6,376.76,390.1,157.58
6446,5,110.3,386.75,387.2,158.14
6447,5,110.5,389.95,385.15,159.11
6448,8,111.1,394.37,380.77,158.4
6449,9,111,396.44,398.37,158.69
6450,9,111.4,393.88,395.7,159.91
6451,6,111.8,387.68,401.86,159.63
6452,10,112,376.24,390.29,158.29
6453,7,112.8,383.66,391.39,156.43
6454,7,112.5,387.82,387.4,155.29
6455,4,110.9,385.72,381.95,154.17
6456,4,111,387.99,382.11,153.95
6457,4,112.2,380.47,388.57,153.66
6458,3,112.2,383.67,387.63,153.46
6459,4,110.9,382.07,391.65,155.17
6460,4,111.5,392.34,389.01,160.04
6461,7,111.3,408.57,393.06,169.19
6462,9,112.2,417.74,388.7,177.52
6463,9,113.1,424.58,393.59,179.83
6464,9,111.9,428.59,397.26,179.25
6465,8,111.1,425.17,397.73,177.85
6466,8,110,429.33,390.58,178.05
6467,6,109.7,423.46,387.38,177.64
6468,6,109.5,430.77,383.95,177.33
6469,4,109.6,429.91,380.69,175.91
6470,4,109.5,428.86,379.65,175.67
6471,8,110.1,421.77,382.86,171.73
6472,8,109.9,416.6,390.61,169.93
6473,9,110.4,409.99,394.68,168.66
6474,6,109.8,404.75,386.41,168.31
6475,8,110.5,400.95,386.61,166.11
6476,11,110.1,400.9,388.86,164.14
6477,11,110.1,395.14,394.77,160.81
6478,11,109.8,388.48,394.73,158.78
6479,8,109.5,381.7,387.75,156.89
6480,4,108.4,374.44,380.83,156.02
6481,3,108.1,373.42,368.6,154.94
6482,4,109.3,379.91,362.56,155.15
6483,4,108.7,395.1,366.87,155.81
6484,6,109,405.98,369.99,157.78
6485,7,109.3,412.55,373.96,165.87
6486,11,109.9,418.19,377.35,173.49
6487,11,110.6,416.92,383.19,176.78
6488,11,110.2,416.19,384.06,176.97
6489,10,110.7,412.68,379.05,176.27
6490,9,110.2,421.56,377.27,175.54
6491,6,110.2,426.87,382,175.21
6492,6,109.9,428.94,384.45,173.53
6493,6,110.2,419.56,385,168.73
6494,6,111.1,414.66,389.4,176.33
6495,5,111.7,408.13,402.21,171.67
6496,11,111.7,412.18,404.03,169.03
6497,10,111.5,409.75,406.59,166.52
6498,6,112.4,410.49,391.76,167.38
6499,6,112.3,407.76,391.36,165.11
6500,8,112,403.54,383.19,163.75
6501,8,111.7,405.71,389.8,161.06
6502,7,110.9,400.36,384.32,158.09
6503,5,109.5,394.79,383.67,154.54
6504,4,110.5,389.62,382.03,154.07
6505,4,110.3,384.88,391.9,153.45
6506,4,110.5,383.91,397.52,154.33
6507,4,110.8,385.2,400.67,155.9
6508,9,110.8,394.41,395.7,160
6509,14,110,417.05,388.54,170.07
6510,16,111.3,425.61,391.56,179.33
6511,12,113.6,435.16,389.7,184.78
6512,9,114,429.97,391.79,189.6
6513,9,112.7,438.05,391.39,189.46
6514,8,111.7,439.86,396.91,189.06
6515,8,111.2,445.05,397.73,187.38
6516,10,111.9,448.6,390.53,187.5
6517,10,110.1,453.13,383.53,186.54
6518,10,110.1,444.54,373.95,185.07
6519,7,111.5,437.51,371.08,180.9
6520,10,113.3,417.52,377.34,178.13
6521,9,113.3,413.44,390.01,176.37
6522,7,113.7,403.02,396.32,175.65
6523,5,114.7,408.25,390.57,173.13
6524,4,114.4,405.06,386.42,170.88
6525,5,113.9,400.88,386.4,168.39
6526,7,114.1,390.47,394.89,164.83
6527,5,114.3,382.11,404.26,161.06
6528,4,115.8,383.68,402.71,159.26
6529,3,115.4,399.27,401.86,158.27
6530,4,115.9,402.95,392.31,157.98
6531,3,116.6,400.74,396.54,159.72
6532,4,116.6,393.9,400.99,164.27
6533,5,117.7,413.38,410.76,173.25
6534,5,120.7,422.03,425.81,180.17
6535,4,123.6,430.93,428.35,183.39
6536,9,120.6,425.9,426.81,183.8
6537,10,118.3,433,408.23,176.2
6538,9,114.7,433.75,397.12,182.31
6539,9,112.4,436.02,384.07,182.53
6540,9,112.3,433.17,377.53,182.4
6541,6,112.3,434.39,379.05,181.32
6542,8,111.3,430.84,389.48,180.12
6543,9,111.2,432.93,389.87,176.88
6544,8,111.7,427.8,388.46,174.89
6545,10,113.2,425.13,384.08,173.74
6546,9,113.3,414.89,386.18,173.35
6547,9,113.4,409.17,386.23,172.84
6548,11,112.6,403.31,384.71,169.51
6549,10,113,403.05,380.65,165.99
6550,6,113,404.27,386.54,162.59
6551,4,112.8,408,387.93,159.57
6552,4,112.6,403.65,390.86,158.81
6553,4,112.8,396.02,384.42,158.73
6554,3,112.6,381.43,384.36,158.88
6555,4,112.7,385.49,389.54,159.63
6556,4,112.1,388.82,387.26,163.84
6557,7,112.1,406.16,389,171.74
6558,10,112.8,422.1,394.7,179.49
6559,11,113.4,432.45,392.88,182.21
6560,11,114.2,440.08,388.43,182.24
6561,10,112.5,433.29,382.98,182.14
6562,11,111,429.15,385.83,181.69
6563,7,110.9,422.82,387.14,179.68
6564,6,111.5,420.4,381.29,178.03
6565,6,110.2,427.96,377.69,176.37
6566,6,110.1,424.18,374.43,173
6567,5,109.9,421.6,371.44,168.86
6568,6,110.2,410.41,375.52,166.45
6569,8,110.8,407.75,388.09,164.5
6570,10,110.7,397.01,392.84,163.09
6571,9,110.8,393.08,394.9,160.66
6572,10,111,380.59,384.75,158.66
6573,9,112.2,378.64,385.31,155.98
6574,8,112.7,376.03,383.68,153.95
6575,5,111.4,380.99,385.94,152.66
6576,4,111,382.02,385.86,151.63
6577,4,111,378.12,386.18,151.25
6578,4,110.7,379.15,379.44,151.05
6579,4,110.8,375.68,378.47,151.55
6580,4,110.8,379.17,379.3,151.86
6581,8,110.5,379.67,387.54,154.41
6582,11,110.5,393.69,394.73,156.29
6583,10,111.3,398.99,396.91,157.74
6584,9,112.3,407.98,394.14,159.86
6585,8,112.7,399.69,383.82,160.78
6586,10,113,400.48,381.77,161.17
6587,8,111.9,402.7,385.47,160.92
6588,7,112.5,403.47,394.23,160.73
6589,6,112.1,394.85,389.87,160.56
6590,6,111.9,383.04,382.31,159.75
6591,5,111.2,379.67,374.73,159.52
6592,6,111,387.17,374.26,158.95
6593,6,111.5,397.47,376.91,158.18
6594,9,112.1,399.93,380.24,156.64
6595,11,112.9,392.07,384.1,154.64
6596,8,113,377.93,386.59,152.34
6597,8,112.9,373.25,387.96,150.15
6598,6,113.5,379,385.71,148.4
6599,5,113.6,376.67,385.02,145.76
6600,4,114,379.55,383.74,146.29
6601,4,113.1,372.14,389,146.96
6602,4,113.4,372.75,390.09,146.73
6603,3,112.9,371.48,404.45,146.83
6604,4,113,369.48,399.74,148.46
6605,7,112.8,375.29,402.5,151.01
6606,10,113.9,374.78,394.25,150.85
6607,11,115.9,380.29,397.41,152
6608,10,115.8,379.48,403.38,153.12
6609,9,115.3,374.69,406.37,154.96
6610,10,115.9,374.63,402.18,155.47
6611,9,114.1,372.52,388.32,154.66
6612,9,111.8,384.17,378.39,153.58
6613,5,110.8,380.77,375.98,151.31
6614,4,110.2,381.83,373.3,154.05
6615,7,111,373.43,374.48,154.47
6616,6,111,382.04,370.01,154
6617,6,110.9,376.59,382.3,153.93
6618,8,111.4,379.82,386.83,152.96
6619,10,113,374.41,400.63,152.11
6620,10,113.9,377.56,398,150.05
6621,10,115.2,373.95,403.94,148.07
6622,7,115.6,371.02,402.25,146.05
6623,4,114.3,367.58,404.53,145.05
6624,4,113.7,368.48,393.83,144.57
6625,4,113.9,367.83,398.51,144.19
6626,4,114.3,366.45,397.11,144.27
6627,11,115.5,366.32,409.07,145.41
6628,10,116.5,377.81,412.53,149.99
6629,14,118,396.1,417,159.64
6630,18,118.7,412.41,418.35,166.21
6631,20,120,416.2,412.55,169.51
6632,19,118.4,422,407.12,170.04
6633,9,117.7,426.07,401.19,171.65
6634,10,115.9,418.67,401.7,168.75
6635,6,113,417.73,391.27,170.57
6636,6,110.6,411.41,382.09,170.33
6637,5,109.8,416.59,376,169.33
6638,10,109.4,407.46,387.1,165.69
6639,6,110,401.17,389.94,162.05
6640,6,109.6,397.55,382.26,159.31
6641,7,110.7,393.07,379.14,159.16
6642,10,111,389.25,376.67,158.18
6643,10,111.1,380.42,388.14,155.73
6644,10,111,374.02,384.33,154.27
6645,9,110.9,369.19,389.27,150.35
6646,9,110.7,366.26,382.57,148.56
6647,6,111.9,360.24,387,146.3
6648,4,110.8,357.04,379.42,145.03
6649,4,110.5,363.71,379.96,145.21
6650,4,110.6,364.22,372.69,145.53
6651,4,109.7,370.4,381.92,146.16
6652,5,110.5,373.87,380.48,150.82
6653,8,111,399.37,380.67,162.51
6654,8,111.5,418.12,372.16,171.05
6655,9,111.7,427.37,374.86,174.22
6656,9,111.6,422.89,378.95,172.77
6657,8,111.7,411.94,384.68,171.88
6658,10,111.1,403.62,385.49,163.99
6659,8,109.9,411.09,388.74,166.62
6660,9,109,419.62,381.93,168.81
6661,8,108.4,418.71,381.3,168.24
6662,10,108,410.52,372.81,167.41
6663,6,108.5,402.84,368.93,164.05
6664,8,108.7,401.91,362.88,163.17
6665,9,108.8,392.22,367.98,158.52
6666,8,108.8,389.15,369.3,156.9
6667,10,108.9,388.26,374.31,154.42
6668,7,109,389,373.19,154.06
6669,5,109.7,378.62,378.31,150.45
6670,6,108.8,373.04,378.4,147.88
6671,5,108.7,373.71,372.69,147.72
6672,6,109.4,377.53,376.4,150.92
6673,5,110.8,377.05,371.68,148.29
6674,4,110.5,368.98,375.49,147.71
6675,3,109.1,372,364.4,146.8
6676,4,109.2,385.46,369.73,150.99
6677,4,108.9,397.52,366.44,156.13
6678,9,110,407.88,373.18,165.18
6679,10,111.1,407.18,368.48,168.85
6680,8,110.9,405.39,375.85,170.1
6681,10,111.4,402.2,378.06,170.95
6682,9,111.5,406.49,388.58,171.15
6683,10,110.6,412.72,386.66,170.6
6684,10,109.5,418.25,388.35,168.83
6685,9,109.1,411.59,381.43,169.29
6686,8,108.9,414.52,378.87,168.7
6687,8,110.1,407.65,373.66,164.29
6688,9,110,407.64,379.25,162.85
6689,10,110.1,399.7,393.97,162.66
6690,8,110.7,400.22,400.28,160.45
6691,9,110.6,392.43,399.38,158.01
6692,7,111.2,383.82,391.75,154.59
6693,5,111.7,372.52,390.86,151.37
6694,6,111.5,366.11,387.6,147.88
6695,5,111.4,366.64,391.89,147.2
6696,4,111.3,362.2,388.61,145.83
6697,5,111.3,361.69,389.06,145.2
6698,4,111.1,367.9,376.16,146.25
6699,3,111.4,368.03,372.62,148.5
6700,4,111.3,379.42,379.25,153.85
6701,4,111.5,385.37,389.72,164.05
6702,4,112.8,411.17,399.73,173.26
6703,8,114.3,427.13,395.05,174.58
6704,8,113.5,415.46,386.16,170.39
6705,10,111.7,409.59,379.22,168.35
6706,10,110.7,397.48,373.41,166.13
6707,8,110.6,408.13,375.39,166.67
6708,9,109.7,401.73,377.66,165.8
6709,8,108.9,398.86,379.37,165.69
6710,8,108.4,393.57,384.82,166.12
6711,10,108.2,390.23,382.84,162.36
6712,8,108.4,397.21,372.06,160.63
6713,9,108.6,402.83,380.59,159.95
6714,10,109.3,400.14,378.39,159.08
6715,11,110.3,394,390.23,158.96
6716,11,110.3,379.39,378.96,156.31
6717,11,110.7,383.09,382.58,153.52
6718,20,109.7,375.31,380.92,151.2
6719,17,109,377.04,379.15,149.67
6720,12,109,369.11,372.32,148.22
6721,13,108.7,373.35,381.88,147.57
6722,5,108.9,371.99,385.4,147.37
6723,4,110.1,375.45,392.28,147.81
6724,4,110.2,372.23,390.46,151.23
6725,8,109.7,383.18,383.27,160
6726,10,109.5,397.69,388.41,168.03
6727,10,110.1,406.26,380.2,170.26
6728,10,110.8,410.58,387.18,168.61
6729,9,111.2,407.27,383.95,161.98
6730,10,111.1,404.83,379.5,168.07
6731,8,110.2,409.52,371.04,166.98
6732,5,109.8,405.15,373.03,165.74
6733,7,108.9,407.37,376.57,163.27
6734,7,109,399.07,389.57,161.12
6735,5,109.8,389.7,390.08,156.28
6736,6,110.3,382.49,392.21,154.1
6737,8,110.9,374.11,391.33,153.77
6738,9,112,373.85,395.63,152.66
6739,9,113,369.87,407.34,151.11
6740,8,113.4,366.86,404,149.61
6741,9,114,367.77,404.24,149.23
6742,9,113.6,367.83,401.04,146.83
6743,8,114.3,367.7,407.76,145.69
6744,4,114.8,363.64,403.75,148.45
6745,4,115.1,359.81,399.25,144.53
6746,4,116.4,355.6,392.3,142.34
6747,4,116.7,356.58,387.46,142.11
6748,6,115.8,355.13,397.14,143.8
6749,7,115.8,360.55,400.38,146.37
6750,10,115.7,365.18,402.76,147.79
6751,8,115.4,366.72,399.44,148.63
6752,9,116.1,357.37,397.99,148.46
6753,8,116.2,360.55,397.89,148.69
6754,8,115.5,373.99,402.31,150.65
6755,8,113.1,385.19,394.41,149.04
6756,6,111.8,378.77,392.56,147.98
6757,4,110.5,369.97,375.19,147.33
6758,4,109.8,360.24,374.83,146.74
6759,7,109.3,364.68,368.25,144.99
6760,6,110.4,359.28,372,145.26
6761,9,111,359.58,381.44,144.73
6762,8,113.6,348.49,394.79,143.74
6763,10,115.5,350.01,399.82,142.18
6764,10,116.1,352.38,398.96,140.44
6765,9,115.8,351.3,394.61,138.74
6766,8,116.8,349.09,402.28,137.95
6767,5,117.6,344.05,408.94,136.98
6768,3,118,344.98,410.91,136.04
6769,4,117.9,343.39,400.72,135.94
6770,3,118.6,347.96,391.31,134.95
6771,3,119.2,341.08,400.55,134.99
6772,4,119.6,345.25,410.69,136.03
6773,6,119.4,344.24,423.48,137.93
6774,10,119.9,353.09,421.71,139.84
6775,8,120.7,344.98,423.22,140.96
6776,10,121.2,340.66,421.4,142.83
6777,8,118.4,342.58,412.23,143.72
6778,9,114.1,350.88,401.73,144.81
6779,7,112.8,362.43,386.04,145.77
6780,5,111.2,368.94,383.95,146.98
6781,5,110.4,371.96,381.35,146.06
6782,6,110.2,366.59,383.05,146.96
6783,4,110.7,366.88,382.14,145.96
6784,6,112,372.29,381.77,147.17
6785,8,112.5,378.31,394.6,147.19
6786,9,112.9,368.84,392.32,146.32
6787,8,113.8,357.63,390.18,145.73
6788,7,113.7,355.2,377,143.99
6789,8,112.7,353.7,380.19,142.2
6790,6,112.2,354.15,384.28,140.77
6791,7,112.2,351.09,384.51,139.98
6792,3,112.7,354.79,389.5,139.65
6793,3,112.9,360.74,394.32,139.83
6794,4,112.4,361.97,400.03,140.1
6795,3,112.5,370.51,401.14,142.34
6796,4,113,372.58,394.25,146.38
6797,6,114.6,381.73,392.9,156.45
6798,10,116.1,390.6,397.3,164.82
6799,9,117.2,397.64,402.7,168.07
6800,10,116.5,401.58,401.91,168.04
6801,9,115.5,397.76,400.34,161.91
6802,11,114.7,403.9,401.81,167.79
6803,11,113.7,402.28,404.9,166.25
6804,9,112.8,403.6,393.42,164.23
6805,10,111.9,404.06,392.92,164.47
6806,11,111.5,408.09,388.86,163.61
6807,9,111.9,402.96,396.3,160.44
6808,9,112.4,396.42,390.11,159.62
6809,10,113.5,392,399.79,160.21
6810,10,114.1,390.89,402.27,159.23
6811,11,115.9,389.4,416.74,158.97
6812,11,117.1,384.77,411.91,155.05
6813,12,117.1,380.12,412.34,149.43
6814,10,117.7,365.53,407.88,146.6
6815,10,118.2,351.48,407.15,145.11
6816,5,120.1,350.44,400.11,144.85
6817,4,120.2,348.34,395.73,144.65
6818,4,120.1,363.1,405.86,144.86
6819,5,120.2,368.75,422.29,146.53
6820,5,120.4,384.95,422.77,151.65
6821,7,120.3,388.03,413.97,159.86
6822,11,120.6,392.33,419.1,167.96
6823,9,123.7,396.97,421.73,171.58
6824,11,121.6,399.39,422.94,170.62
6825,11,118.7,403.91,413.88,168.91
6826,8,118.3,397.2,420.29,168.74
6827,6,117.5,398.88,420.46,169.24
6828,8,114.2,402.99,401.09,169.91
6829,8,112,418.02,381.79,169.5
6830,4,112.2,418.99,381.31,169.1
6831,8,113.1,414.78,390.75,168.25
6832,10,113.3,397.37,394.31,164.57
6833,9,113.6,392.75,396.66,165.65
6834,10,115.3,386.95,403.02,164.61
6835,10,116.2,390.28,414.59,162.24
6836,8,115.8,387.62,410.4,160.5
6837,7,115.2,389.22,401.43,157.62
6838,6,114.4,381.11,394.17,153.68
6839,4,115.6,377.39,401.42,151.11
6840,4,116.6,369.48,412.11,153.59
6841,4,116.5,374.18,414.94,152.7
6842,4,116.1,378.25,406.83,153.2
6843,3,115.8,384.36,404.31,154.91
6844,4,114.9,395.29,408.31,159.5
6845,4,114.4,400.95,404.47,169.21
6846,9,115.6,417.77,403.46,177.73
6847,9,116.9,428.34,403.25,180.29
6848,8,116.2,439.36,408.88,179.82
6849,10,115.6,441.67,403.11,178.05
6850,10,115,436.52,399.17,176.15
6851,8,113.4,437.03,396.37,175.07
6852,12,112.2,432.83,389.63,174.72
6853,9,111.1,427.41,382.49,174.23
6854,10,110.3,419.27,381.37,174.19
6855,8,111.1,408.18,385.82,169.2
6856,7,112.6,397.75,385.75,168.8
6857,6,112.8,399.68,390.31,170.45
6858,6,112.9,406.7,389.31,167.38
6859,8,113.1,407.7,396.8,163.76
6860,4,113.7,404.05,390.03,162.66
6861,4,113.3,402.67,394.23,160.63
6862,5,112.7,405.15,388.72,158.95
6863,3,113,401.5,390.27,157.31
6864,4,113.7,385.96,396.04,156.36
6865,4,113.9,393.36,398.43,156.14
6866,3,114.7,390.35,399.01,155.73
6867,3,114.5,400.15,389.53,157.53
6868,4,113.2,398.37,389.8,162.07
6869,3,113.4,413.56,396.06,171.52
6870,5,115,425.11,410.79,175.83
6871,6,117.4,437,411.74,178.58
6872,10,116.4,430.92,408.33,178.89
6873,8,116,426.24,399.01,170.26
6874,8,115.4,429.2,402.25,177.25
6875,10,115.2,442.7,397.97,178.82
6876,9,114.1,447.94,399.17,179.89
6877,7,111.8,440.66,390.55,179.42
6878,10,110.9,429.24,391.6,177.89
6879,9,110.4,427.04,386.22,175.64
6880,9,110.6,419.6,388.72,173.7
6881,11,111.9,411.33,391.4,170.48
6882,8,113.4,408.6,394.09,169.25
6883,11,114.6,406.65,404.61,167.28
6884,9,114.7,412.3,411.24,165.25
6885,11,115.1,399.33,411.06,160.93
6886,6,113.9,392.72,399.01,157.42
6887,4,113.3,376.55,382.44,155.09
6888,4,113.7,380.39,379.01,152.78
6889,4,113.1,374.63,379.38,152.65
6890,3,112.6,371.17,384.33,152.26
6891,4,111.4,365.13,383.4,149.87
6892,4,111.4,381.27,384.5,156
6893,10,111.1,404.64,381.76,169.98
6894,10,111.2,427.97,387.18,178.75
6895,9,112.4,428.8,385.74,182.26
6896,10,112.4,426.93,387.55,183.02
6897,9,112.6,419.09,390.25,180.47
6898,9,112,431.77,395.92,181.96
6899,10,111.1,438.65,396.56,180.69
6900,9,112.4,438.17,391.66,179.53
6901,5,111.2,431.06,380.22,176.98
6902,3,111.2,420.26,379.04,174.69
6903,8,110.8,410.67,382.21,170.65
6904,7,111.1,409.99,388.67,170.16
6905,10,110.9,412.85,397.73,170.37
6906,9,110.6,425.61,395.31,167.44
6907,9,110.2,423.96,396.11,164.07
6908,10,110.7,417.54,388.64,163.5
6909,10,110.7,406.71,388.96,159.85
6910,9,110.4,390.74,380.1,157.84
6911,4,110.4,382.64,378.28,155.37
6912,4,110.2,376.29,373.82,155.77
6913,4,109.7,380.07,382.1,155.26
6914,3,109.9,379.64,383.44,154.13
6915,4,110.1,390.7,377.26,155.08
6916,6,109.9,387.43,367.5,156.91
6917,8,109.6,395.75,368.36,158.74
6918,12,110,392.56,375.46,160.1
6919,11,110,389.95,380.08,160.09
6920,12,110.7,396.17,376.64,161.2
6921,11,110.9,398.38,377.21,160.51
6922,10,110.9,398.5,388.47,160.13
6923,11,110.5,401.3,391.39,159.27
6924,11,109.7,396.9,393.66,159.9
6925,6,109.2,405.31,381.45,159.75
6926,5,108.5,405.16,381.59,159.91
6927,5,108.7,407.11,381.77,159.79
6928,7,108.9,404.34,385.46,159.22
6929,9,110.8,397.95,395,159.75
6930,10,113.5,398.13,393.87,160.58
6931,9,113.8,398.79,401.27,161.37
6932,11,114.8,392.09,401.49,160.63
6933,10,115.5,387.09,405.15,159.58
6934,8,114.3,386.81,400.19,157.25
6935,4,112.9,393.29,388.28,157.3
6936,4,112.9,396.84,385.48,157.19
6937,4,112.9,398.94,386.33,154.8
6938,3,113.3,393.28,393.76,156.31
6939,4,113.3,386.45,394.9,156.65
6940,4,113.3,389.29,401.56,156.18
6941,7,113,394.23,399.91,160.12
6942,10,115.1,395.47,399.55,162.14
6943,9,117.5,393.21,392.6,163.1
6944,11,117,385.92,392.67,162.55
6945,9,115.6,393.16,397.87,163.2
6946,10,114.9,384.98,396.28,161.22
6947,11,113.4,381.47,390.71,160.53
6948,9,112.6,384.15,384.68,159.08
6949,6,112,390.88,388.17,159.17
6950,6,111.9,402.94,387.09,161.46
6951,7,112.9,398.69,380.31,162.06
6952,8,113.3,405.44,375.83,162.86
6953,11,113.2,404.43,390.5,164
6954,7,112.8,405.47,398.33,164.27
6955,10,113.4,398.73,397.48,165.84
6956,9,112.2,397.35,391.42,163.25
6957,8,112.1,398.88,389.65,161.68
6958,7,111.7,401.94,390.74,158.36
6959,4,110.7,402.73,380.92,160.21
6960,4,111.3,394.26,377.32,158.09
6961,3,111.4,393.66,385.54,158.34
6962,4,110.8,389.38,390.25,157.99
6963,3,111,386.52,389.56,160.34
6964,5,111.4,395.45,381.65,164.4
6965,8,111.8,416.58,385.82,175.7
6966,11,113.2,436.53,399.31,185.41
6967,9,115.2,443.09,406.97,187.18
6968,10,115.6,433.98,404.76,188.46
6969,12,114.6,438.67,400.87,182.46
6970,9,112.9,446.48,400.58,185.88
6971,10,111.9,456.93,397.69,186.85
6972,11,111.3,449.4,389.47,186.65
6973,8,110.5,438.62,383.75,185.71
6974,9,110.6,434.61,389.54,181.85
6975,9,111.1,442.11,386.54,182.61
6976,9,112.3,440.21,388.13,182.66
6977,9,113.3,435.91,393.15,184.63
6978,11,113.8,427.53,399.3,182.59
6979,9,114.1,427.56,397.98,178.98
6980,12,114.1,418.97,396.94,178.02
6981,11,113.8,422.43,402.22,176.01
6982,10,114.7,418.07,413.71,173.66
6983,5,114.7,424.08,409.62,172.27
6984,4,116,419.49,410.99,170.65
6985,4,117.5,407.3,406.91,170.68
6986,4,117.6,411.26,415.22,171.78
6987,4,118.2,406.63,423.39,175.11
6988,3,120.4,422.1,425.06,176.74
6989,8,120.1,428.54,424.6,186.11
6990,11,125.8,438.31,428.16,194.36
6991,11,130.2,439.89,436.69,196.65
6992,12,128.2,444.39,443.45,196.67
6993,11,123.7,447.39,430.22,195.59
6994,11,123.2,459.89,420.68,195.37
6995,9,121.9,456.19,413.52,195.19
6996,6,118.8,456.23,408.4,194.06
6997,9,117.6,452.19,400.56,192.37
6998,7,117.2,440.01,400.41,188.62
6999,7,117.2,432.25,404.75,185.97
7000,8,117.6,418.78,410.66,184.25
7001,10,119.7,423.31,423.47,180.96
7002,10,122.8,421.93,427.21,181.67
7003,11,124.7,420.08,428.99,180.84
7004,8,125.5,407.9,425.61,176.27
7005,10,124.2,403.68,431.73,171.53
7006,8,125.5,397.39,439.92,168.42
7007,9,125.6,398.37,434.06,165.08
7008,5,126.7,392.04,435.34,163.67
7009,4,128.2,391.14,431.41,162.52
7010,4,127.6,393.86,436.04,162.8
7011,4,128.5,394.47,439.25,163.79
7012,4,127.4,403.46,442.28,167.58
7013,4,126.8,409.8,447.56,175.76
7014,8,130.4,424,456.78,185.96
7015,10,134.6,427.49,456.5,189.21
7016,10,132,428.74,449.96,188.67
7017,11,129.5,437.56,433.82,188.25
7018,10,126.4,442.74,431.73,187.57
7019,11,119.5,439.2,422.1,186.82
7020,11,118.1,427.14,413.68,183.87
7021,12,116.2,426.92,407.25,183.05
7022,9,115.8,429.38,396.21,183.82
7023,11,116.5,425.94,394.65,180.9
7024,9,117.5,414.31,391.91,180.5
7025,10,119,416.72,412.03,179.67
7026,12,122.1,422.21,424.38,176.98
7027,11,124.6,421.98,435.77,176.72
7028,10,127.7,409.44,431.2,175.79
7029,8,129.5,399.51,434.77,170.31
7030,5,128.4,398.77,437.69,169.54
7031,4,129.8,402.08,438.36,168.4
7032,4,130.7,403.39,438.15,169.12
7033,4,131,402.18,438.4,165.86
7034,4,128.9,400.11,443.04,161.78
7035,4,122.3,393.61,430.44,161.02
7036,3,122.1,403.07,424.76,166.48
7037,5,121.9,416.19,415.33,179.27
7038,5,124.1,436.1,420.1,187.49
7039,10,125.3,448.78,413.41,191.53
7040,11,123.6,457.75,415.1,191.41
7041,11,119.3,461.32,411.17,188.89
7042,11,118.3,456.89,411.74,190.56
7043,10,117.5,447.68,408.74,191.25
7044,11,117.1,439,406.26,188.26
7045,11,116.2,437.29,403.12,184.86
7046,10,115.9,432.41,398.9,186.55
7047,11,115.8,430.22,394.29,185.2
7048,11,115.7,414.6,400.99,178.7
7049,11,116.1,416.36,414.26,176.94
7050,9,116.2,408.5,425.22,174.23
7051,10,116,409.81,416.34,170.22
7052,10,115.9,398.42,401.73,167.11
7053,9,115.5,403.64,392.25,165.21
7054,9,114.3,396.63,396.56,164.72
7055,9,113.7,392.59,397.32,161.86
7056,5,113.5,379.69,396.24,162.94
7057,4,113.6,381.55,393.16,161.26
7058,4,113.3,380.86,390.22,161.47
7059,5,113.3,393.26,387.01,163.01
7060,5,113.5,394.65,386.25,167.76
7061,8,113.4,413.46,387.68,175.89
7062,11,113.8,422.49,397.01,183.64
7063,10,115.2,427.3,388.17,186.66
7064,10,115.8,423.73,388.46,186.47
