timestep,0,1,2,3,4
0,32,119.6,418.42,411.99,179.36
1,31,120.3,420.67,413.8,177.57
2,28,121.2,413.59,422.1,176.95
3,27,120.5,412.5,417.78,178.2
4,23,120.5,409.8,416.61,179
5,18,121.5,417.96,410.3,177.87
6,17,121.1,436.5,417.43,181.67
7,17,121.5,443.15,423.86,185.07
8,18,123.1,456.16,427.17,186.55
9,23,124.6,444.94,433.61,190.03
10,23,126.1,439.56,439.09,186.55
11,24,126.6,429.96,440.99,186.19
12,26,126.6,427.52,435.05,186.2
13,26,126.9,426.4,433.06,184.54
14,25,127.7,422.91,427.91,184.43
15,24,128.7,418.94,431.86,182.96
16,24,128.1,422.15,433.47,182.72
17,21,127.9,424.29,451.8,181.09
18,22,128.2,425.08,464.1,180.96
19,22,127.2,423.63,458.44,180.8
20,22,126.4,422.06,441.36,179.67
21,22,126.1,423.4,431.29,176.49
22,24,125.3,420.91,439.74,176.14
23,28,125,416.04,449.5,175.94
24,22,125.5,409.75,442.64,177.63
25,22,125.2,407.52,433.11,176.58
26,20,124.2,407.15,427.9,177.19
27,20,123.4,416.32,433.47,178.4
28,18,122.5,424.75,434.8,180.09
29,17,122.5,435.13,428.69,183.23
30,18,122.9,428.44,429.48,183.63
31,23,122.5,430.51,430.33,185.24
32,23,122,437.7,427.36,188.6
33,25,122,450.54,427.35,189.37
34,28,121.7,449.98,430.37,190.62
35,26,121.4,443.54,430.16,193.61
36,23,121.1,447.95,427.11,192.6
37,24,120.5,446.54,421.53,192.99
38,24,120.1,448.53,427,193.97
39,23,119.9,447.22,429.35,194.61
40,24,120.1,453.51,426.56,192.64
41,18,120.7,449.91,431.07,190.58
42,20,120.9,439.25,414.77,189.92
43,23,121.4,437.92,420.4,188.47
44,23,121.5,437,418.02,186.47
45,23,121.2,431.69,434.01,185.46
46,20,120.6,421.05,423.88,183.71
47,19,120,412.58,421.42,183.15
48,16,119.1,421.27,418.28,181.91
49,17,119,427.12,418.74,181.49
50,17,119.3,438.09,419.65,181.17
51,17,119.6,430.47,418.43,181.26
52,17,120,427.63,416.97,180.39
53,17,122.1,416.42,419.62,181.73
54,22,123.8,421.45,422.67,185.84
55,27,125.7,423.69,427.45,188.73
56,30,126.7,437.26,428.16,190.47
57,30,125.3,450.54,426.78,191.01
58,29,123.6,464.16,440.38,191.74
59,28,123.7,455.12,438.21,192.87
60,28,124,444.56,441.9,192.58
61,26,123.6,440.13,433.95,192.92
62,29,123,445.98,436.79,193.96
63,29,123.2,442.08,429.97,195.99
64,29,123.8,435.65,429.67,194.9
65,27,123.9,446.44,431.04,194.67
66,29,123.9,458.44,437.55,193.51
67,24,123.7,463.19,437.26,193.47
68,23,123.4,450.51,428.81,192.12
69,25,123.1,443.79,423.46,190.35
70,26,122.7,438.19,428.7,188.37
71,26,122.8,441.48,422.94,186.12
72,28,122,441.89,425.81,184.8
73,24,121.3,441.59,421.33,188.09
74,19,120.4,445.01,428.21,189.01
75,17,119.6,445.67,432.64,187.8
76,18,120.6,443.03,434.4,190.03
77,20,123.2,444.93,440.58,194.06
78,21,126.1,455.75,440.46,202.67
79,25,128.1,483.89,446.33,210.81
80,27,130.8,489.76,455.31,212.99
81,27,133.2,489.38,459.71,213.35
82,28,132.4,476.65,460.1,213.98
83,29,133,471.45,450.97,213.37
84,27,132.7,473.68,451.53,212.3
85,26,132.1,479.88,441.94,213.99
86,25,130.1,491.51,443.06,216.66
87,23,130.6,489.32,430.15,217.52
88,23,131.1,479.66,441.17,213.22
89,26,130.7,463.9,453.73,211.3
90,28,130.1,455.84,463.8,207.64
91,24,129.9,452.72,468.52,204.24
92,25,130.9,451.8,464.6,201.56
93,26,131,452.18,465.52,201.08
94,26,129.1,456.44,453.54,200.15
95,24,127.9,462.73,443.01,197.25
96,20,128.3,462.35,440.77,193.2
97,19,126.7,461.47,438.84,195.38
98,18,126.2,454.72,440.59,194.22
99,17,126.2,457.85,441.69,194.5
100,15,127.4,462.89,444.17,195.7
101,17,128.8,472.32,448.52,198.88
102,23,127.9,473.85,448.54,206.73
103,28,128.8,468.32,451.17,215.3
104,26,130.2,459.12,443.16,212.17
105,28,129,468.25,440.63,208.98
106,29,128.7,484.11,452.38,224.67
107,30,129,501,452.76,223.28
108,31,129.1,500.55,455.36,218.29
109,32,128.2,503.95,438.97,218.65
110,35,127.8,504.47,432.33,219.79
111,32,128.2,498.8,434.02,220.47
112,33,129.2,481.78,436.64,215.08
113,34,130.7,473.1,456.72,210.87
114,35,131.2,474.19,460.18,208.17
115,36,130.6,479.7,463.65,204.82
116,38,130.6,479.75,457,203.07
117,35,130.2,473.75,448.67,201.45
118,36,130.6,465.36,452.23,198.87
119,34,131.9,448.97,451.51,196.64
120,33,131.7,442.1,447.89,193.54
121,33,132.1,428.89,447.88,193.18
122,33,131.4,434.62,453.34,192.39
123,34,131.2,433.64,467.42,185.72
124,37,130.5,437.71,473.31,193
125,38,131.2,439.55,472.72,198.19
126,37,132.1,457.25,475.8,202.47
127,36,135.2,461.22,476.49,205.22
128,42,136.2,466.52,474.41,207.64
129,47,137.3,457.5,463.92,208.28
130,48,137.1,466.76,460.19,209.41
131,48,136.5,472.52,468.69,208.29
132,50,135.8,469.87,470.46,206.92
133,48,134.3,474.15,468.61,206.47
134,47,133.8,481.21,463.34,207.41
135,48,134,487.83,468.91,210.06
136,47,135.6,473.68,462.6,208.33
137,49,135.5,458.15,469.54,199.44
138,50,136.2,450.36,466.51,201.61
139,50,135.7,448.03,480.52,199.31
140,51,135.6,445.35,478.23,198.13
141,51,135.9,433.95,478.48,196.61
142,51,135.8,443.28,478.17,194.31
143,51,135.1,442.35,472.9,192.65
144,47,134.5,449.94,466.06,191.67
145,45,135,443,456.72,190.5
146,45,134.4,435.97,463.02,194.12
147,44,134.8,440.12,466.76,194.39
148,42,134.8,442.21,466.9,194.41
149,44,134.5,454.79,453.61,199.57
150,43,135.4,460.8,456.45,207.75
151,42,137.2,467.35,455.89,214.52
152,48,137.4,473.52,457.51,217.6
153,51,136.4,475.25,457.55,217.43
154,54,136.7,474.39,471.97,215.07
155,50,136.3,478.74,475.7,214.52
156,47,134.7,484.52,478.65,212.49
157,46,133.4,495.49,468.18,212.53
158,44,132.8,491.27,461.34,215.08
159,45,132.9,482.77,453.4,213.5
160,42,132.9,457.68,452.26,207.28
161,39,133.1,450.48,459.13,204.33
162,38,132.1,447.42,463.97,200.8
163,36,130.9,454.11,464.79,201.71
164,37,130.1,449.77,453.3,199.89
165,37,129.9,452.4,446.01,197.87
166,39,128.5,446.11,435.6,196.75
167,40,128.2,445.17,437.24,193.99
168,41,127.5,435.33,434.45,191.88
169,40,126.9,443.81,431.34,191.65
170,38,126.5,439.85,432.41,191.09
171,33,126.4,439.15,435.58,191
172,33,126.7,449.27,442.34,193.63
173,32,126.9,458.05,444.84,197.84
174,39,128.8,466.18,453.7,198.66
175,42,128.9,462.14,450.56,205.42
176,44,130.4,465.57,447.22,207.45
177,46,130.7,458.95,440.95,207.98
178,43,131.2,460.2,448.9,200.07
179,41,130.3,461.36,456.94,201.16
180,37,129.6,467.33,462.77,200.69
181,35,129.3,471.47,457.55,204.52
182,30,129.3,469.19,458.22,207.3
183,33,130.6,466.53,459.33,202.48
184,34,130.6,453.42,455.03,193.71
185,35,129.7,443.5,454.05,188.47
186,38,128.5,437.06,458.68,186.6
187,38,129.1,435.25,464.54,189.33
188,39,128.3,438.1,461.5,190.4
189,38,127.8,441.65,451.33,192.13
190,40,127.4,436.57,440.39,188.9
191,36,127.1,437.46,434.75,187.11
192,33,127.3,430.5,427.41,186.35
193,30,128.4,433.1,435.55,180.76
194,23,127.5,428.06,436.59,180.19
195,24,127.1,429.22,440.02,180.75
196,28,127,423.99,436.29,181.39
197,31,127,425.78,431.21,184.74
198,29,127.5,429.75,438.77,185.52
199,44,128.6,437.55,434.98,187.1
200,41,129.5,441.63,442.06,190.66
201,41,130.5,447.24,431.2,193.1
202,40,129.8,447.06,436.57,193.9
203,36,127.8,448.35,439.11,193.68
204,29,129.1,441.38,448.99,194.7
205,28,128.5,439.91,442.25,193.15
206,30,127.3,441.1,438.23,194.72
207,34,128.2,441.65,425.94,195.25
208,36,129,453.2,432.77,195.29
209,35,129.4,450.84,441.73,194.5
210,37,128.5,453.72,452.89,193.01
211,39,129,448.15,447.4,187.72
212,44,130.9,441.04,447.33,185.31
213,44,131.9,433.38,439.97,183.51
214,45,129.5,421.34,441.44,181.69
215,48,128.4,415.64,435.48,180.04
216,48,128.4,419.29,440.59,180.15
217,43,127.7,414.69,444.51,181.02
218,42,127.5,406.99,438.4,179.04
219,42,127.5,400.21,434.74,179.18
220,39,127.3,400.58,432,178.09
221,43,127.6,409.76,440.32,179.19
222,48,128.4,409.92,451.13,181.6
223,53,130.4,416.58,463.8,183.83
224,55,132.2,419.56,466.47,186.53
225,56,133.5,428.66,467.23,187.34
226,54,133,429.42,460.42,187.64
227,52,131.4,434.41,465.92,189.37
228,50,131,441.23,454.51,189.89
229,41,131.5,445.5,445.31,190.63
230,44,130.1,442.97,444.9,191.7
231,37,132.4,435.45,449.33,194.55
232,39,134.4,438.59,463.8,195.77
233,41,134.6,448.27,458.56,195.69
234,41,132.5,449.53,472.18,194.98
235,40,133.6,443.78,479.05,194
236,32,133.4,441.41,485.5,192.73
237,43,132.3,438.71,472.87,192.1
238,38,131.4,440.1,467.14,190.53
239,39,131.5,431.13,458.94,189.48
240,35,131.4,441.71,463.48,189.53
241,31,131.2,436.54,459.15,189.04
242,30,133.4,442.95,469.94,188.89
243,30,134.4,439.7,466.82,188.86
244,30,135.1,442.98,471.5,192.84
245,31,137.6,452.4,467.43,196.11
246,36,139.7,459.12,478.28,205.81
247,37,140.5,475.35,478.78,215.79
248,40,138.5,472.7,483.5,213.49
249,37,140,476.1,477.98,213.54
250,38,140.6,476.89,487.23,214.14
251,34,138.8,483.94,486.4,215.15
252,32,135,477.99,481.59,215.58
253,29,133.8,481.17,478.04,215.47
254,28,132.9,476.77,475.13,216.98
255,31,134.1,477.5,488.11,216.57
256,27,136.9,466.94,482.79,210.84
257,34,137.7,458.54,477.46,206.99
258,35,136.3,461.34,463.04,202.44
259,35,135.9,460.51,457,200.01
260,34,134.4,453.81,452.58,196.96
261,29,134,444.92,443.07,195.39
262,30,133.4,435.93,448.09,192.13
263,29,132.2,437.38,439.8,192.3
264,24,130,434.75,451.11,191.02
265,24,130.7,435.11,454.43,187.87
266,24,130.5,441.31,458.41,187.97
267,24,129.2,435.8,453.4,186.7
268,25,128.3,441.14,439.78,188.11
269,26,128.5,440.73,448.29,190.09
270,32,130.3,456.78,448.48,199.65
271,34,133,463.74,459.09,208.19
272,36,137.1,473.55,465.71,211.77
273,38,134.7,471.52,470.12,211.56
274,36,133.9,467.34,461.93,211.95
275,37,132.6,476.27,459.06,212
276,38,131.5,478.7,450.36,213.16
277,36,130.9,492.11,453.65,213.54
278,31,131.2,482.73,448.73,214.62
279,31,129.5,476.06,453.67,215.35
280,31,129.3,465.1,463.4,211.4
281,36,129.8,458.73,468.84,206.23
282,36,128.6,465.06,465.97,203.64
283,37,128,462.86,455.04,202.3
284,37,127.8,455.69,444.77,200.34
285,37,126.6,447.25,442.07,197.66
286,38,124.5,444.7,435.48,195.61
287,37,123.2,444.49,426.62,192.08
288,35,120.9,442.82,425.17,189
289,33,122.5,439.14,421.22,186.76
290,30,122.5,435.26,415.99,186.63
291,25,121.9,429.85,418.69,186.75
292,31,121.5,433.33,417.45,188.49
293,25,121.7,443.3,426.35,192.24
294,30,122.1,464.71,423.15,201.75
295,29,123.8,478.4,426.05,212.53
296,27,125,491.2,423.92,217.37
297,43,125.1,490.5,429.76,217.74
298,40,125,483.93,439.44,218.24
299,40,123.7,479.82,441.12,219.22
300,38,122.7,470.96,431.9,219.32
301,39,122.4,480.86,414.25,221.22
302,39,121.8,491.68,416.89,223.51
303,33,122,498.91,417.12,214.7
304,41,123.1,494.53,421.16,216.38
305,38,123.3,487.08,425.37,211.61
306,39,123.7,488.74,427.25,210.16
307,38,123.5,485.23,425.14,208.84
308,37,122.9,472.28,412.71,207.78
309,35,122.9,467.94,414.35,203.89
310,33,122.3,461.78,416.19,201.38
311,26,121.1,469.58,420.93,198.74
312,32,119.8,453.23,416.83,194
313,28,119.2,450.15,422.06,192.02
314,21,119.3,441.63,416.13,191.57
315,30,119.4,446.49,415.09,190.51
316,28,117.8,444.78,411.3,192.71
317,29,117.3,443.57,410,193.42
318,30,117.3,461.08,417.31,197.37
319,24,119,470.79,413.09,203.25
320,31,122.4,476.29,419.42,207.38
321,33,124.2,469.08,410.19,210.03
322,36,123.7,476.99,418.74,209.91
323,35,123.6,489.34,421.16,212.92
324,37,123.6,494.26,432.62,213.34
325,35,123.9,487.93,433.29,213.94
326,37,124.6,487.63,433.42,215.5
327,38,125.2,484.06,425.95,214.2
328,39,126.5,482.4,424.21,208.99
329,33,127.2,473.99,435.45,206.58
330,41,126.5,466.66,445.86,203.35
331,39,126,462.87,448.38,200.75
332,41,126.1,466.04,446.13,205.25
333,40,125.9,471.92,437.98,204.73
334,40,125.8,471.02,436.91,202.39
335,43,124.8,467.48,428.85,202.26
336,42,124.3,468.17,439.2,203.97
337,43,125.1,462.79,440.96,201.32
338,38,124.2,455,434.42,196.44
339,35,124.3,457.3,432.2,199.72
340,35,125.5,476.54,442.45,203.87
341,34,126.8,489.51,452.23,209.85
342,41,127.2,503.24,448.29,220.25
343,41,127.3,508.47,446.51,227.11
344,43,128.9,520.2,460.12,232.05
345,43,130.3,524.85,468.55,232.1
346,39,129.8,531.21,459.87,230.57
347,38,128.4,532.18,450.71,228.61
348,38,127.4,517.13,444.99,226.27
349,39,126.9,506.55,442.99,223.52
350,37,127.1,498.39,444.92,221.52
351,38,127.3,492.94,446.31,220.98
352,41,128.2,484.08,458.62,214.99
353,43,129.2,474.47,455.6,208.85
354,44,129.1,471.37,455.7,205.26
355,43,128.3,460.56,444.59,200.4
356,32,127.9,452.8,443.39,198.45
357,45,127.5,445.11,447.42,196.84
358,40,127.6,442.75,443.99,192.12
359,40,126.9,434.02,436.58,189.59
360,36,127.4,435.35,432.6,186.88
361,32,126.3,434.6,435.95,186.58
362,31,124.4,434.24,442.64,185.54
363,29,123.4,430.93,431.4,186.14
364,21,123,436.06,429.98,185.52
365,32,122.9,452.2,427.76,188.88
366,36,123.4,459.99,434.94,191.84
367,37,123.7,469.74,427.88,197.25
368,39,123.8,462.05,437,200.21
369,38,123.5,470.15,435.76,201.01
370,38,124.8,465.96,441.75,202.19
371,40,124.9,465.76,432.29,203.7
372,40,124.9,461.54,433.41,202.7
373,39,125.1,454.01,440.13,201.88
374,36,124.8,458.66,442.88,202.81
375,35,125,460.54,439.6,204.57
376,34,124.6,459.35,427.18,204.84
377,33,124.1,457.8,428.82,199.12
378,37,123.1,441.76,421.17,193.4
379,30,123.1,443.89,434.17,190.51
380,42,124.4,435.25,425.41,186.14
381,38,125,432.53,437.44,185.48
382,40,125.2,428.65,429.29,183.95
383,35,124.3,418.84,428.45,181.83
384,35,123.2,424.61,421.29,179.1
385,35,124.3,418.99,425.8,182.45
386,33,123,428.84,426.44,180.7
387,34,124.3,425.14,437.27,181.6
388,32,128,427.38,437.5,180.79
389,34,128.5,419.37,444.42,181.87
390,41,129.2,414,447.07,182.61
391,44,131.4,411.25,455.41,182.19
392,46,133.2,418.61,456.19,183.96
393,46,133,435.45,456.68,185.31
394,47,131.2,446.71,454.35,188.67
395,46,129.8,451.42,456.88,192.21
396,46,129.2,450.83,450.79,191.36
397,47,128.6,449.5,450.99,191.83
398,46,129.5,454.96,447.71,191.94
399,41,130.1,453.01,447.75,193.94
400,40,131.9,444.68,451.61,194.78
401,40,133.7,437.36,460.13,196.05
402,41,133.3,428.98,471.03,192.33
403,43,132.5,437.21,466.59,192.28
404,43,131.1,431.78,454.46,191.74
405,46,130.8,442.18,442.59,189.59
406,43,130.1,434.32,436.52,189.88
407,45,129.9,435.01,446.13,187.53
408,44,129.5,428.47,451.02,183.84
409,43,129,420.29,454.9,184.31
410,40,129.6,421.65,451.28,183.46
411,40,129.4,417.69,447.93,177.89
412,39,129.5,436.47,453.41,185.26
413,39,130.9,443.91,457.82,189.58
414,44,132.6,460.64,470.2,200.78
415,48,135.6,464.06,470.48,213.31
416,45,135.7,476.28,469.34,216.11
417,45,136.6,489.3,467.03,216.45
418,44,135.8,498.85,474.81,213.87
419,42,132.3,502.1,476.32,215.64
420,40,130.6,497.67,472.65,215.07
421,42,128.7,496.37,458.93,216.66
422,38,128.7,488.76,447.5,215.43
423,38,128.6,478.64,438.43,219.8
424,33,130.5,472.27,447.29,213.36
425,36,131.8,469.84,449.43,210.24
426,40,129.4,464.74,457.28,204.32
427,42,127.9,461.53,443.51,204.68
428,42,128,458.03,454.03,201.66
429,43,128.4,459.38,448.83,198.24
430,46,129.5,451.6,455.13,196.21
431,45,127.6,448.79,456.45,194.84
432,40,127.7,441.12,451.86,188.63
433,40,126.2,433.77,444.54,188.83
434,37,125.1,439.49,426.92,188.83
435,36,123.8,443.03,420.19,192.12
436,36,122.5,458.66,418.71,194.59
437,38,123.6,449.43,419.23,195.88
438,45,123.7,457.53,422.81,201.53
439,48,124.9,467.85,427.37,208.54
440,50,127.4,489.13,436.71,216.04
441,49,128.4,493.89,439.51,216.13
442,44,128.3,496.96,443.61,215.31
443,45,128.1,488.07,447.01,213.49
444,42,127.8,490.57,443.56,212.89
445,40,127.3,483.85,447.26,215.63
446,35,126.2,486.88,436.34,213.9
447,41,126.2,483.87,443.29,213.53
448,47,127.2,483.08,442.01,208.09
449,50,127.6,481.88,459.27,204.4
450,50,127.5,473.69,461.05,204.43
451,49,127.6,464.72,452.57,201.14
452,46,127.7,454.49,436.9,199.25
453,46,128.1,443.26,432.31,194.39
454,46,127.7,432.59,442.14,188.95
455,42,126.4,426.27,440.25,187.35
456,41,124.7,426.72,442.1,186.34
457,41,125.8,430.3,431.72,187.01
458,42,128.8,427.12,434.02,185.83
459,39,130.2,423.71,437.5,182.71
460,39,130.3,422.04,443.4,183.28
461,39,131.4,436.13,449.96,186.85
462,41,132.6,454.47,450.49,195.06
463,44,135.4,473.98,458.2,205.47
464,51,137.6,480.49,472.19,209.35
465,51,137.8,492.28,474.1,215.2
466,49,136.5,490.73,479.58,214.61
467,44,135.3,494.05,452.9,213.52
468,39,134.7,482.81,450.44,211.79
469,36,133.9,474.85,431.95,210.78
470,38,133.3,465.87,454.15,209.09
471,44,135.1,461.29,464.43,210.46
472,47,136.2,456.15,472.1,203.08
473,48,136.8,461.33,474.36,200.05
474,48,136,457.27,474.24,196.16
475,52,134.7,454.32,482.38,195.74
476,52,134,440.55,470.02,191.76
477,53,132.7,431.52,451.14,190.35
478,55,131.6,427.53,438.03,186.73
479,56,131.4,414.7,441.14,184.48
480,56,130.7,410.18,458.11,181.19
481,53,129.4,405.75,459.21,180.1
482,53,128.9,404.77,451.19,176.83
483,51,129,408.33,452.63,170.67
484,53,129.6,416.89,455.73,176.18
485,52,130,433.31,456.1,183.52
486,54,132.2,450.29,453.12,192.49
487,54,135.4,460.09,461.79,202.72
488,60,135.6,467.79,470.99,208.16
489,59,136,466.6,472.89,207.65
490,56,135.4,479.11,462.91,208.79
491,53,134.6,478.01,452.46,209.49
492,47,132,477.76,441,210.77
493,45,131.2,467.32,439.13,209.9
494,44,130.1,464.41,444.28,209.94
495,50,129.4,463.22,449.01,209.45
496,51,129.9,459.34,463.83,202.77
497,54,132.3,461.67,467.83,197.67
498,54,132.5,457.63,466.33,194.6
499,51,132.4,457.71,451.83,192.56
500,50,132.1,445.39,454.58,188.94
501,47,132.3,428.44,461.08,185.41
502,46,132.2,416.14,461.55,181.74
503,49,131.4,408.91,465.4,180.59
504,51,131.8,415.77,456.03,173.47
505,52,131.3,415.45,462.7,172.98
506,49,131.4,412.22,459.97,174.13
507,46,131.8,406.1,457.69,175.87
508,46,131.9,406.2,457.02,173.86
509,49,132.6,417.49,440.01,176.35
510,55,133.7,427.8,455,186.57
511,61,134.4,444.16,449.79,195.76
512,58,135,454.92,467.68,199.22
513,58,136.4,469.62,466.83,200.56
514,55,136.2,460.71,480.28,201.53
515,50,134.8,460.63,479.11,201.5
516,47,134,444,474,199.02
517,48,134.6,450.55,461.14,196.51
518,45,132.7,444.55,453.99,194.32
519,49,131.6,444.94,446.31,194.05
520,45,132.2,431.02,446.81,189.79
521,47,132.2,425.03,451.61,186.52
522,52,131.6,426,452.7,184.78
523,51,131.8,430.91,444.53,183.84
524,51,131,430.1,433.42,182.18
525,52,130.6,426.83,419.89,180.28
526,50,129,419.13,422.76,176.95
527,50,127.7,410.79,427.91,173.68
528,50,128.6,405.74,430.15,171.04
529,46,129.2,400.93,433.05,168.03
530,42,128.2,401.14,429.58,169.33
531,40,127.4,399.75,434.66,169.32
532,38,127.7,399.2,430.62,170.4
533,41,127.2,406.14,436.86,170.53
534,47,128.4,409.63,441,172.72
535,50,128.7,420.66,445.99,175.94
536,50,129.8,417.51,446.21,177.52
537,48,131.5,414.39,448.19,179.4
538,46,132.1,415.8,456.11,182.19
539,42,130.1,416.75,452.35,181.31
540,41,127.8,427.94,449.73,180.02
541,42,127.2,425.22,448.39,180.34
542,40,126.6,426.29,449.81,180.76
543,42,126.5,421.1,443.09,181.63
544,43,126.5,419.61,433.3,183.51
545,43,128.4,421.85,450.56,180.57
546,40,130.6,422.88,457.87,181.03
547,42,130.5,418.5,461.3,178.15
548,39,129.7,410.38,446.68,176.66
549,33,127.8,403.97,449.89,174.08
550,39,126.6,398.09,448.63,173.19
551,37,125.4,398.15,440.19,171.6
552,29,121.9,401.18,432.27,170.09
553,29,121.6,410.93,421.56,171.26
554,25,121.6,414.49,421.22,171.02
555,26,122.6,413.48,419.99,171.8
556,26,122,420.27,421.91,174.62
557,28,122.1,426.53,426.12,175.04
558,33,122.3,428.3,430.12,180.34
559,33,123.5,432.02,443.04,182.78
560,32,125.2,436.91,440.96,182.1
561,29,125.2,440.12,440.56,183.28
562,26,124.5,435.06,427.49,185.58
563,26,124.6,436.04,434.33,187.28
564,23,124.4,434.39,435.31,188.78
565,20,125,437.48,430.87,189.52
566,17,125.3,435.68,426.55,190.95
567,20,124.8,440.9,425.98,188.88
568,24,124.5,437.37,431.77,192.03
569,25,125.2,437.88,436.99,190.29
570,22,124.5,445.33,425,189.23
571,20,123.2,443.87,424.2,190.68
572,24,123.4,435.92,413.49,187.97
573,16,124.7,420.87,429.38,188.04
574,16,124.5,418.72,441.81,184.86
575,19,123.4,421.39,439.55,183.48
576,8,122.5,424.93,435.56,183.13
577,8,122.4,425.45,436.21,176.53
578,9,122.1,417.3,436.2,176.98
579,9,121.5,409.7,435.03,172.55
580,10,121.3,416.9,417.87,175.11
581,12,121.8,424.74,428.18,181.71
582,21,123.4,431.6,430.64,190.5
583,21,126.4,436.21,445.93,198.67
584,20,130.2,449.9,445.53,205.13
585,19,129.9,467.12,451.03,203.69
586,21,130.3,466.7,448.78,203.48
587,14,127.8,470.6,445.61,204.37
588,10,126.8,473.25,448.65,207.83
589,5,126.2,467.37,454.33,206.54
590,5,125.1,473.29,451.92,206.31
591,5,126.2,463.51,445.17,208.6
592,9,128.9,473.55,439.86,201.17
593,10,132.8,458.3,467.25,197.18
594,14,133.8,450.45,476.24,192.7
595,14,134.8,440.67,486.87,190.07
596,16,134.4,431.23,471.85,188.12
597,14,133.9,426.94,480.17,186.32
598,22,133.5,418.38,472.98,183.99
599,23,133.4,417.52,462.92,182.9
600,23,132.1,417.7,460.26,180.75
601,16,132.5,418.67,463.14,179.17
602,15,131.2,425.73,467.22,181.04
603,14,129.3,423.94,460.59,181.22
604,17,127.9,435.1,456.12,182.74
605,22,128.7,435.14,460.43,189.01
606,28,128.7,461.24,459.45,200.27
607,30,130.2,469.15,462.84,212.75
608,29,130.2,471.47,459.92,215.3
609,28,130.3,472.37,452.33,209.79
610,25,127.6,464.47,446.92,209.15
611,28,126.7,479.01,437.64,209.88
612,20,125.5,481.46,436.51,207.74
613,21,124.2,494.13,429.06,210.76
614,17,123.9,487.73,432,210.43
615,19,124.9,474.89,433.16,208.81
616,21,124.7,466.66,438.75,202.78
617,22,126.4,449.77,446.95,201.1
618,21,128.1,453.81,445.75,198.15
619,23,127.5,448.2,444.05,198.28
620,18,126.8,458.02,429.42,196.55
621,21,127.5,442.89,432.04,193.9
622,22,128.1,439.88,429.4,194.33
623,19,127.2,424.68,435.8,190.62
624,18,126.1,431.23,429.72,187.13
625,18,124.7,423.29,421.54,187.01
626,17,123.6,423.56,427.3,182.92
627,18,122.8,418.41,427.01,183.83
628,22,122.4,436.76,441.83,185.57
629,22,123.4,462.61,430.96,190.21
630,22,123.7,477.13,444.3,200.74
631,26,124.8,476.53,436.48,212.24
632,30,126.5,479.64,442.87,215.76
633,34,126.7,484.7,429.63,212.85
634,35,125.9,481.96,446.48,213.2
635,33,123.7,481.19,439.25,212.68
636,36,121.8,473.05,443.02,207.5
637,25,121.8,485.2,428.18,204.22
638,28,121.9,481.94,430,206.16
639,32,122.4,486.63,431.61,207.46
640,35,124.1,476.48,439.42,201.74
641,37,125,473.38,451.42,199.81
642,37,125.1,457.78,450.9,196.15
643,39,124.8,460.7,446.78,197.95
644,40,124.4,451.64,444.98,194.28
645,35,123.6,459.29,440.9,192.97
646,42,123.2,457.68,429.01,193.8
647,35,122.9,457.96,416.39,194.56
648,34,124.2,447.32,415.37,189.64
649,29,125.1,437.4,420.83,183.56
650,25,124.4,430.92,420.85,184
651,23,123.4,434.42,423.21,182.3
652,21,123.4,440.15,426.86,185.58
653,22,123.4,458.75,433.3,192.96
654,23,125.2,471.38,435.83,203.72
655,24,126.8,487.16,443.98,214.11
656,28,128.1,496.28,450.1,222.54
657,29,129.9,497.83,461.03,224.26
658,30,129.7,492.9,464.4,225.11
659,30,128.9,493.6,458.94,225.67
660,29,128.7,510.01,455.42,226.19
661,28,127.8,514.27,446.88,226.81
662,29,126.6,510.69,450.2,225.58
663,25,127.1,501.99,447.17,224.67
664,26,127.4,490.38,448.29,220.84
665,27,129.3,489.81,454.71,214.21
666,27,130.7,480.41,454.06,212.05
667,29,130.3,481.08,453.11,209.91
668,29,131.5,476.17,438.01,207.76
669,31,131.3,470.45,435.43,204.34
670,33,130.2,469.24,437.03,199.54
671,32,128.5,457.52,447.24,195.75
672,34,127.2,444.64,450.58,194.4
673,32,127,438.32,447.1,191.14
674,28,127.1,433.05,438.17,191.43
675,26,126,443.47,432.05,194.5
676,24,125.2,450.71,427.14,196.2
677,25,125.2,468.77,420.9,200.72
678,31,125.9,479.72,419.07,212.29
679,34,127,487.94,430.54,222.74
680,32,126.2,500.05,447.71,222.11
681,32,125.6,502.39,454.4,221.94
682,33,125.7,501.4,451.74,223.72
683,31,126.4,483.86,436.82,221.31
684,31,124.9,484.21,430.48,220.85
685,25,123.6,481.55,425.88,214.41
686,25,122.7,485.99,431.97,213.34
687,24,121.8,489.17,432.92,212.77
688,27,121.2,492.71,433.47,211.56
689,34,120.9,488.59,442.91,209.77
690,34,120.7,480.7,437.52,205.73
691,34,120.4,469.44,444.23,203.18
692,35,120.8,460.59,421.95,201.9
693,33,120.9,452.24,420.22,199.58
694,34,120.1,448.14,409.1,194.27
695,30,120.5,441.12,421.28,192.49
696,20,122,441.17,426.31,192.06
697,31,122.4,445.38,425.39,191.49
698,28,122.3,448.54,433.19,187.33
699,23,122.5,454.2,432.34,187.69
700,26,122.8,434.11,431.47,191.09
701,31,123.3,430.83,432.95,189.57
702,38,125.4,418.87,446.93,190.94
703,40,127.7,431.98,460.35,193.08
704,40,127,440.5,455.2,193.38
705,41,126.6,440.86,440.52,196.1
706,41,125.3,443.77,434.37,197.55
